NAME,RUNID,EVENTID,START,EVENTMJD,I3TYPE,RA [deg],DEC [deg],RA_ERR_PLUS_50 [deg],RA_ERR_MINUS_50 [deg],DEC_ERR_PLUS_50 [deg],DEC_ERR_MINUS_50 [deg],RA_ERR_PLUS_90 [deg],RA_ERR_MINUS_90 [deg],DEC_ERR_PLUS_90 [deg],DEC_ERR_MINUS_90 [deg],CONTOUR AREA (50%) [sqdeg],CONTOUR AREA (90%) [sqdeg],ENERGY [TeV],FAR [1/yr],P_ASTRO,OTHER_I3TYPES
IC170321A,129307,80305071,2017-03-21 07:32:20.698,57833.31412844517,ehe-gold,97.87,-14.32,0.46,0.42,0.42,0.44,0.84,0.82,0.78,0.81,0.56,1.97,211,1.11,0.242,
IC170422A,129420,59928529,2017-04-22 15:29:49.189,57865.645708201875,gfu-bronze,240.86,5.53,1.04,1.03,0.41,0.36,1.87,1.96,0.77,0.64,1.17,4.06,167,1.7,0.413,
IC170427A,129434,58903823,2017-04-27 07:31:46.026,57870.31372715437,gfu-bronze,4.39,-0.48,0.44,0.46,0.27,0.29,0.79,0.82,0.5,0.52,0.39,1.3,161,1.97,0.402,
IC170514A,129506,21161807,2017-05-14 04:11:27.697,57887.17462612477,gfu-bronze,311.84,18.56,0.27,0.3,0.31,0.28,0.52,0.54,0.55,0.53,0.25,0.86,113,2.37,0.357,
IC170514B,129506,49650572,2017-05-14 07:12:13.042,57887.3001509515,gfu-gold,226.36,30.26,0.63,0.64,0.51,0.58,1.14,1.17,0.9,1.18,0.87,3.05,180,0.76,0.572,gfu-bronze
IC170527A,129550,51402681,2017-05-27 01:40:16.774,57900.06963858731,gfu-bronze,179.38,27.49,0.53,0.46,0.45,1.0,1.0,0.78,0.77,1.54,0.78,2.53,133,1.2,0.441,
IC170621A,129654,8332254,2017-06-21 04:35:20.519,57925.19120971263,gfu-bronze,74.4,25.94,0.75,0.86,0.52,0.57,1.38,1.62,0.97,1.04,1.24,4.27,112,1.89,0.385,
IC170626A,129677,55886338,2017-06-26 12:27:48.912,57930.51931610766,gfu-gold,281.03,9.52,0.53,0.6,0.32,0.36,1.04,1.02,0.66,0.62,0.54,1.95,213,0.91,0.567,gfu-bronze
IC170704A,129701,49353375,2017-07-04 07:01:20.848,57938.29260240479,gfu-gold,230.54,23.36,0.52,0.56,0.41,0.4,1.0,0.92,0.78,0.74,0.61,2.04,202,0.76,0.626,gfu-bronze
IC170717A,129777,67372962,2017-07-17 19:37:25.742,57951.817659050255,gfu-gold,207.95,23.6,0.84,0.75,0.53,0.45,1.42,1.28,1.1,0.84,1.08,3.7,568,0.27,0.873,gfu-bronze
IC170803A,129855,33565191,2017-08-03 02:00:44.450,57968.08384779975,gfu-gold,0.04,4.71,2.19,0.6,0.32,0.24,4.28,1.01,0.53,0.36,0.71,3.24,221,0.86,0.574,gfu-bronze
IC170809A,129878,40814378,2017-08-09 14:19:45.951,57974.597059612825,gfu-gold,21.71,-2.87,0.36,0.56,0.4,0.34,0.6,1.01,0.71,0.57,0.44,1.36,240,0.61,0.62,gfu-bronze
IC170819A,129915,72252401,2017-08-19 06:37:09.484,57984.2758042185,gfu-bronze,27.25,18.72,0.29,0.24,0.26,0.29,0.51,0.48,0.5,0.52,0.22,0.75,173,1.1,0.531,
IC170824A,129933,32926212,2017-08-24 13:17:24.069,57989.5537508031,gfu-gold,38.06,10.92,3.43,1.51,2.0,0.63,5.36,2.78,2.66,1.04,7.07,20.45,182,1.09,0.511,gfu-bronze
IC170922A,130033,50579430,2017-09-22 20:54:30.436,58018.87118560489,gfu-gold,77.48,6.05,0.28,0.31,0.26,0.27,0.57,0.56,0.49,0.49,0.24,0.85,284,0.5,0.652,"gfu-bronze, ehe-gold"
IC170923A,130034,7858514,2017-09-23 00:30:40.353,58019.021300379296,gfu-gold,172.75,-2.69,0.28,0.25,0.25,0.27,0.5,0.47,0.47,0.48,0.21,0.73,215,0.78,0.586,gfu-bronze
IC171006A,130092,30964247,2017-10-06 07:23:14.655,58032.3078085121,gfu-bronze,132.45,17.31,0.51,0.45,0.51,0.39,0.95,0.88,1.02,0.68,0.62,2.22,127,2.1,0.388,
IC171015A,130126,56068624,2017-10-15 01:34:30.066,58041.06562575943,hese-gold,162.99,-15.64,0.71,0.56,0.23,0.26,1.27,1.0,0.48,0.49,0.43,1.54,72,0.3,0.554,hese-bronze
IC171028A,130172,52824390,2017-10-28 18:21:16.529,58054.76477464011,gfu-bronze,294.83,1.04,0.28,0.29,0.38,0.33,0.52,0.56,0.69,0.62,0.31,1.1,144,2.68,0.356,
IC171106A,130214,17569642,2017-11-06 18:39:39.214,58063.777537203896,gfu-gold,340.4,7.37,0.13,0.15,0.19,0.14,0.25,0.28,0.33,0.27,0.07,0.24,1674,0.18,0.978,"gfu-bronze, ehe-gold"
IC180117A,130561,84363835,2018-01-17 18:03:10.564,58135.75220559863,hese-bronze,206.28,3.7,0.43,0.39,0.28,0.27,0.81,0.72,0.47,0.47,0.35,1.12,85,0.33,0.424,
IC180123A,130588,44934051,2018-01-23 16:14:58.628,58141.6770674525,gfu-gold,74.44,11.07,0.62,0.66,0.31,0.26,1.18,1.17,0.51,0.51,0.52,1.74,437,0.49,0.804,gfu-bronze
IC180125A,130597,55489144,2018-01-25 23:25:03.523,58143.97573521594,gfu-bronze,207.64,23.64,0.26,0.22,0.2,0.17,0.43,0.39,0.35,0.34,0.12,0.38,113,1.97,0.382,
IC180205A,130639,37366501,2018-02-05 00:06:04.631,58154.00422026594,gfu-bronze,17.4,-10.54,0.26,0.39,0.28,0.25,0.55,0.62,0.5,0.52,0.27,0.91,133,0.94,0.229,
IC180213A,130684,80612787,2018-02-13 09:04:03.911,58162.37782304162,gfu-bronze,66.8,5.87,0.34,0.34,0.35,0.37,0.63,0.63,0.65,0.67,0.38,1.3,116,3.58,0.297,
IC180228A,130743,25740057,2018-02-28 13:44:15.715,58177.57240411086,gfu-bronze,295.36,26.53,0.3,0.34,0.26,0.25,0.56,0.61,0.46,0.46,0.23,0.75,134,1.18,0.443,
IC180313A,130797,67186364,2018-03-13 16:17:09.351,58190.67858044863,gfu-bronze,287.27,5.75,0.31,0.25,0.25,0.25,0.53,0.48,0.45,0.45,0.22,0.71,168,1.69,0.416,
IC180314A,130801,16289732,2018-03-14 19:17:42.475,58191.803963827064,gfu-bronze,58.01,0.63,0.43,0.49,0.26,0.33,0.81,0.85,0.49,0.56,0.41,1.34,155,2.31,0.378,
IC180316A,130807,3160265,2018-03-16 05:49:26.003,58193.24266207089,gfu-bronze,271.89,-1.79,0.28,0.29,0.31,0.3,0.51,0.54,0.57,0.55,0.27,0.91,163,1.86,0.411,
IC180410A,130912,76035104,2018-04-10 18:38:35.055,58218.77679461517,gfu-gold,218.72,0.6,0.32,0.33,0.28,0.34,0.63,0.57,0.47,0.62,0.31,1.0,249,0.61,0.622,gfu-bronze
IC180417A,130932,35022693,2018-04-17 06:41:03.494,58225.2785126638,gfu-gold,305.38,-4.03,0.61,0.63,0.26,0.24,1.25,1.15,0.55,0.44,0.47,1.78,214,0.72,0.598,gfu-bronze
IC180528A,131096,32665194,2018-05-28 12:09:00.393,58266.506254551154,gfu-bronze,311.88,0.22,0.3,0.24,0.28,0.28,0.52,0.47,0.51,0.5,0.23,0.79,113,3.88,0.293,
IC180608A,131134,60192271,2018-06-08 14:19:31.856,58277.59689648438,gfu-bronze,68.64,-0.86,0.26,0.26,0.26,0.27,0.47,0.48,0.48,0.49,0.22,0.72,165,1.78,0.417,
IC180612A,131145,43542963,2018-06-12 04:34:10.301,58281.190397007995,gfu-bronze,340.53,4.33,0.4,0.44,0.54,0.59,0.74,0.8,0.99,1.08,0.74,2.5,110,4.17,0.266,
IC180613A,131165,9342044,2018-06-13 23:34:35.938,58282.98236039212,gfu-bronze,37.18,11.45,0.51,0.53,0.77,0.83,0.94,0.98,1.41,1.5,1.25,4.19,161,1.44,0.437,
IC180807A,131360,57649537,2018-08-07 04:51:19.876,58337.20231338376,gfu-bronze,101.16,11.22,0.78,0.74,0.58,0.59,1.49,1.53,1.14,1.02,1.37,4.94,109,2.93,0.293,
IC180908A,131475,34507973,2018-09-08 19:59:31.848,58369.83300749986,ehe-gold,145.33,-2.24,0.36,0.37,0.36,0.32,0.73,0.66,0.62,0.6,0.36,1.28,150,1.8,0.3,
IC180909A,131477,57977901,2018-09-09 14:30:01.486,58370.60418386328,gfu-gold,141.33,26.57,0.67,0.68,0.57,0.47,1.27,1.31,1.19,0.79,0.98,3.49,177,0.8,0.552,gfu-bronze
IC180919A,131519,27561842,2018-09-19 01:33:47.242,58380.06513011518,gfu-bronze,258.22,33.29,0.36,0.31,0.37,0.25,0.61,0.59,0.63,0.5,0.26,0.9,154,0.99,0.498,
IC181008A,131602,39194539,2018-10-08 18:42:20.660,58399.779405790556,gfu-bronze,77.3,1.42,0.26,0.28,0.3,0.34,0.49,0.51,0.55,0.59,0.27,0.89,111,4.04,0.282,
IC181014A,131624,12296708,2018-10-14 11:52:19.072,58405.49466518118,hese-bronze,224.56,-34.91,0.39,0.56,0.32,0.41,0.69,0.98,0.55,0.72,0.43,1.32,54,1.88,0.386,
IC181023A,131653,53411354,2018-10-23 16:37:32.652,58414.69273902958,ehe-gold,269.52,-8.54,0.44,0.29,0.47,0.44,0.8,0.55,0.84,0.81,0.49,1.67,298,1.08,0.153,
IC181023B,131653,63430929,2018-10-23 17:39:45.658,58414.73594511725,gfu-bronze,78.27,21.38,0.26,0.27,0.27,0.28,0.49,0.5,0.49,0.51,0.21,0.72,149,1.47,0.452,
IC181114A,131746,47815348,2018-11-14 22:40:17.600,58436.94464815189,gfu-bronze,5.14,18.92,0.29,0.3,0.28,0.28,0.53,0.55,0.51,0.51,0.25,0.81,155,1.55,0.462,
IC181120A,131764,48222919,2018-11-20 17:00:32.203,58442.70870605052,gfu-gold,26.02,13.06,0.68,0.67,0.51,0.57,1.24,1.23,0.97,1.03,1.07,3.65,195,0.94,0.555,gfu-bronze
IC181120B,131767,7377802,2018-11-20 22:38:51.014,58442.94364599242,gfu-gold,323.13,49.17,1.12,1.12,1.2,1.19,2.02,2.09,2.16,2.19,2.68,9.0,180,0.15,0.599,gfu-bronze
IC181121A,131768,80926380,2018-11-21 13:55:09.228,58443.57996791468,gfu-gold,132.89,29.96,1.08,1.96,1.92,1.92,2.07,3.02,3.28,3.14,6.85,21.44,222,0.47,0.663,gfu-bronze
IC181212A,131913,38717715,2018-12-12 02:02:43.857,58464.085229821794,hese-bronze,316.54,-28.21,1.1,1.42,0.88,0.81,1.92,2.63,1.49,1.37,2.64,8.42,162,1.38,0.459,
IC190113A,132043,80110393,2019-01-13 02:07:28.768,58496.08852740324,gfu-bronze,57.13,-0.71,0.35,0.34,0.39,0.26,0.59,0.64,0.67,0.45,0.35,1.08,162,1.92,0.406,
IC190124A,132077,9759013,2019-01-24 03:43:54.792,58507.15549527989,hese-gold,307.31,-32.18,0.22,0.22,0.11,0.18,0.37,0.41,0.24,0.3,0.08,0.27,157,0.3,0.743,hese-bronze
IC190201A,132128,69441226,2019-02-01 00:22:33.997,58515.01567125964,gfu-bronze,244.69,38.44,0.28,0.23,0.24,0.22,0.49,0.43,0.43,0.41,0.14,0.47,170,0.37,0.551,
IC190214A,132206,36575563,2019-02-14 16:08:39.390,58528.67267812246,gfu-gold,227.81,-4.14,0.29,0.35,0.28,0.26,0.6,0.62,0.53,0.48,0.27,0.96,368,0.29,0.757,gfu-bronze
IC190221A,132229,66688965,2019-02-21 08:25:39.719,58535.3511541588,hese-gold,268.42,-16.84,0.31,0.36,0.4,0.24,0.53,0.59,0.58,0.44,0.3,0.86,107,0.36,0.55,hese-bronze
IC190223A,132237,23969090,2019-02-23 20:24:04.100,58537.85004745611,gfu-gold,155.13,19.75,0.28,0.26,0.25,0.23,0.51,0.49,0.45,0.43,0.19,0.65,174,1.05,0.533,gfu-bronze
IC190317A,132321,28454069,2019-03-17 19:57:54.269,58559.831878109886,gfu-bronze,81.78,3.51,0.51,0.52,0.54,0.61,0.93,0.97,1.02,1.1,0.93,3.15,113,3.92,0.284,
IC190410A,132427,70353420,2019-04-10 10:28:19.612,58583.436338103194,gfu-bronze,309.86,11.64,0.34,0.33,0.38,0.38,0.62,0.61,0.7,0.7,0.38,1.32,109,2.7,0.297,
IC190413A,132437,16335312,2019-04-13 10:47:58.493,58586.44998255463,gfu-bronze,219.59,11.87,0.24,0.27,0.25,0.27,0.46,0.49,0.45,0.48,0.2,0.67,111,2.49,0.309,
IC190413B,132437,67132865,2019-04-13 15:57:01.512,58586.66460083455,gfu-bronze,245.39,22.23,0.32,0.32,0.26,0.3,0.62,0.6,0.49,0.54,0.26,0.91,123,1.8,0.404,
IC190415A,132443,12627143,2019-04-15 10:29:43.305,58588.437306769665,gfu-bronze,155.13,5.34,0.39,0.34,0.36,0.34,0.74,0.65,0.65,0.65,0.39,1.39,131,3.27,0.324,
IC190422A,132465,3856549,2019-04-22 05:59:42.072,58595.24979249506,gfu-gold,167.83,17.82,0.33,0.34,0.36,0.43,0.62,0.63,0.69,0.76,0.39,1.32,176,1.07,0.536,gfu-bronze
IC190503A,132508,42419327,2019-05-03 17:23:08.728,58606.72440656845,ehe-gold,120.45,6.58,0.47,0.4,0.3,0.42,0.83,0.75,0.57,0.75,0.48,1.61,150,1.71,0.341,gfu-bronze
IC190504A,132518,766165,2019-05-04 18:25:18.394,58607.7675740006,hese-bronze,64.51,-37.4,0.51,0.46,0.41,0.33,1.2,0.76,0.84,0.61,0.39,1.63,55,1.88,0.386,
IC190515A,132577,42662743,2019-05-15 10:48:52.825,58618.45061140577,gfu-gold,128.41,12.75,0.3,0.4,0.32,0.35,0.57,0.73,0.64,0.62,0.35,1.23,506,0.41,0.847,gfu-bronze
IC190613A,132684,5635104,2019-06-13 19:54:18.126,58647.82937645641,gfu-gold,311.97,26.94,0.33,0.33,0.43,0.35,0.55,0.55,0.8,0.6,0.34,1.07,203,0.69,0.632,gfu-bronze
IC190619A,132707,54984442,2019-06-19 13:14:18.048,58653.5515977822,gfu-gold,343.12,10.01,0.37,0.36,0.34,0.29,0.69,0.67,0.59,0.55,0.35,1.19,209,0.91,0.565,gfu-bronze
IC190629A,132768,5390846,2019-06-29 19:24:15.121,58663.808508341455,gfu-bronze,24.03,84.61,8.59,8.88,0.94,0.87,16.34,17.26,1.71,1.52,2.26,7.31,111,0.61,0.358,
IC190704A,132792,60166398,2019-07-04 18:48:52.254,58668.78393812659,gfu-bronze,161.19,27.32,0.37,0.37,0.42,0.37,0.67,0.66,0.76,0.7,0.4,1.35,161,0.92,0.505,
IC190712A,132814,44222682,2019-07-12 01:15:17.387,58676.05228456779,gfu-bronze,78.71,12.41,0.75,0.82,0.56,0.48,1.4,1.44,1.05,0.87,1.13,3.81,112,2.4,0.321,
IC190730A,132910,57145925,2019-07-30 20:50:41.311,58694.86853369251,gfu-gold,226.54,10.12,0.45,0.42,0.56,0.53,0.84,0.77,1.05,0.97,0.73,2.48,322,0.65,0.692,gfu-bronze
IC190819A,132974,67924813,2019-08-19 17:34:24.237,58714.73222496411,gfu-bronze,148.45,1.01,0.92,0.52,0.29,0.31,1.54,1.01,0.55,0.54,0.65,2.12,118,3.54,0.309,
IC190922A,133091,81419,2019-09-22 09:42:45.629,58748.404694777375,ehe-gold,168.4,-22.39,0.79,1.0,0.82,0.8,1.42,1.8,1.41,1.5,2.02,6.73,3350,0.22,0.202,
IC190922B,133092,52499868,2019-09-22 23:03:55.566,58748.961059793466,gfu-gold,6.02,-1.49,0.23,0.27,0.29,0.25,0.45,0.49,0.52,0.48,0.21,0.73,195,1.17,0.528,gfu-bronze
IC191001A,133119,22683750,2019-10-01 20:09:18.174,58757.8397936808,gfu-gold,313.02,11.95,1.74,0.83,0.72,0.59,3.03,1.52,1.28,1.01,2.44,7.91,231,0.82,0.608,gfu-bronze
IC191119A,133331,47828126,2019-11-19 01:01:29.383,58806.042701190054,gfu-gold,228.82,3.36,0.33,0.33,0.33,0.33,0.88,0.61,0.6,0.61,0.35,1.3,183,1.4,0.475,gfu-bronze
IC191122A,133348,80807014,2019-11-22 22:45:10.496,58809.94803814533,gfu-bronze,28.04,0.04,0.35,0.33,0.31,0.3,0.63,0.62,0.55,0.55,0.32,1.07,139,2.77,0.349,
IC191204A,133394,27261780,2019-12-04 22:46:11.315,58821.94874207213,gfu-bronze,80.24,2.72,0.47,0.4,0.31,0.31,0.88,0.76,0.55,0.58,0.42,1.45,140,2.87,0.346,
IC191215A,133433,29047901,2019-12-15 11:09:57.632,58832.465250373745,gfu-bronze,287.04,58.35,0.52,0.52,0.33,0.36,0.96,0.95,0.62,0.65,0.29,0.99,143,0.29,0.493,
IC191231A,133572,82361476,2019-12-31 11:00:06.079,58848.45840369244,gfu-bronze,53.17,19.67,1.87,1.95,1.18,1.23,3.21,3.47,2.3,2.19,5.86,19.61,162,1.34,0.488,
IC200109A,133609,37927131,2020-01-09 23:41:39.938,58857.98726780584,gfu-gold,165.67,13.67,0.8,0.79,0.55,0.7,1.45,1.37,0.94,1.42,1.44,4.92,397,0.6,0.784,gfu-bronze
IC200117A,133634,1410505,2020-01-17 11:08:29.691,58865.464232530736,gfu-bronze,115.97,29.31,0.28,0.28,0.26,0.25,0.52,0.53,0.48,0.47,0.19,0.68,112,1.74,0.394,
IC200410A,133945,24635982,2020-04-10 23:19:55.489,58949.972170016044,gfu-bronze,241.44,11.61,0.55,0.6,0.6,0.56,1.92,4.24,1.24,1.18,1.03,5.79,114,2.34,0.323,
IC200421A,133985,60770138,2020-04-21 00:35:24.241,58960.024586117994,gfu-bronze,89.08,7.86,0.46,0.46,0.34,0.37,0.86,0.84,0.64,0.67,0.51,1.73,149,2.22,0.375,
IC200425A,134013,16038252,2020-04-25 23:26:46.350,58964.97692534277,gfu-bronze,100.11,53.81,1.19,0.79,0.44,0.46,2.1,1.5,0.81,0.83,0.77,2.64,145,0.42,0.497,
IC200512A,134081,58268464,2020-05-12 07:31:27.759,58981.31351572679,gfu-bronze,295.44,16.02,0.25,0.31,0.31,0.32,0.49,0.56,0.58,0.58,0.27,0.91,112,2.42,0.338,
IC200523A,134116,58596690,2020-05-23 02:30:07.595,58992.104254573154,gfu-bronze,338.95,2.16,0.75,0.65,0.33,0.35,1.39,1.21,0.63,0.64,0.76,2.61,108,4.39,0.265,
IC200530A,134139,35473338,2020-05-30 07:54:29.433,58999.32950733045,ehe-gold,254.58,26.36,0.51,0.56,0.55,0.58,0.95,1.09,0.93,1.08,0.79,2.73,150,1.93,0.592,
IC200614A,134187,72386329,2020-06-14 12:41:21.419,59014.52872012802,gfu-bronze,28.74,31.17,0.47,0.5,0.37,0.38,0.89,0.92,0.68,0.68,0.49,1.65,128,1.19,0.444,
IC200615A,134191,17593623,2020-06-15 14:49:17.377,59015.617562233274,gfu-gold,143.13,3.58,0.3,0.27,0.34,0.32,0.55,0.5,0.62,0.62,0.3,1.01,528,0.27,0.842,"gfu-bronze, ehe-gold"
IC200620A,134207,33533447,2020-06-20 03:03:32.282,59020.12745696646,gfu-bronze,162.16,11.91,0.27,0.25,0.28,0.23,0.49,0.46,0.48,0.43,0.2,0.66,128,1.92,0.36,
IC200806A,134354,59221243,2020-08-06 13:50:56.435,59067.57704206692,gfu-bronze,157.05,47.75,0.36,0.4,0.26,0.23,0.66,0.7,0.46,0.43,0.2,0.64,111,0.69,0.414,
IC200911A,134482,27754576,2020-09-11 14:19:46.231,59103.59706286398,gfu-bronze,51.15,38.06,0.39,0.38,0.39,0.38,0.72,0.71,0.72,0.7,0.37,1.24,114,0.84,0.424,
IC200916A,134498,12605830,2020-09-16 20:40:30.957,59108.861469411604,gfu-bronze,109.38,14.32,0.28,0.28,0.29,0.25,0.52,0.52,0.51,0.48,0.23,0.78,114,2.31,0.34,
IC200921A,134512,71996695,2020-09-21 19:07:12.893,59113.79667700687,gfu-bronze,195.21,26.4,0.28,0.31,0.3,0.29,0.53,0.55,0.54,0.52,0.25,0.8,126,1.37,0.427,
IC200926A,134533,53384881,2020-09-26 07:54:11.621,59118.329301165126,ehe-gold,96.77,-4.59,0.29,0.24,0.34,0.31,0.53,0.47,0.63,0.58,0.27,0.92,841,0.5,0.441,hese-bronze
IC200926B,134535,41069485,2020-09-26 22:35:29.229,59118.94131052108,gfu-bronze,186.02,31.83,1.22,1.35,0.8,0.88,2.04,2.31,1.45,1.47,2.76,8.43,131,1.11,0.452,
IC200929A,134552,68615710,2020-09-29 17:48:36.839,59121.74209304676,gfu-gold,28.7,2.99,0.33,0.41,0.27,0.17,0.67,0.8,0.47,0.3,0.25,0.9,190,1.27,0.5,gfu-bronze
IC201007A,134577,31638233,2020-10-07 22:01:49.287,59129.91793155675,gfu-gold,265.3,5.38,0.23,0.34,0.16,0.3,0.44,0.52,0.33,0.57,0.18,0.6,801,0.24,0.909,"gfu-bronze, ehe-gold"
IC201014A,134599,66310113,2020-10-14 02:13:27.532,59136.0926797675,gfu-bronze,220.83,14.4,0.31,0.29,0.32,0.27,0.55,0.51,0.58,0.54,0.26,0.89,156,1.55,0.437,hese-bronze
IC201021A,134621,31008065,2020-10-21 06:37:47.483,59143.276244017936,gfu-bronze,260.77,14.67,0.32,0.32,0.23,0.28,0.6,0.57,0.44,0.49,0.25,0.82,109,2.63,0.314,
IC201114A,134698,40735501,2020-11-14 15:05:31.965,59167.62884218325,gfu-gold,104.59,5.57,0.45,0.46,0.47,0.49,0.82,0.88,0.85,0.83,0.67,2.18,228,0.81,0.586,gfu-bronze
IC201115A,134699,70289682,2020-11-15 02:07:26.213,59168.08849784114,gfu-gold,193.71,1.45,0.31,0.27,0.31,0.3,0.55,0.51,0.56,0.53,0.28,0.9,184,1.39,0.485,gfu-bronze
IC201120A,134715,65785778,2020-11-20 09:44:40.557,59173.40602495983,gfu-bronze,307.84,40.23,0.87,0.82,0.45,0.39,1.68,1.53,0.92,0.71,0.74,2.6,170,0.23,0.552,
IC201130A,134751,31476488,2020-11-30 20:21:46.476,59183.84845457848,ehe-gold,30.1,-13.32,0.4,0.43,0.53,0.51,0.75,0.8,0.96,0.94,0.65,2.23,211,1.28,0.147,
IC201209A,134777,8912764,2020-12-09 10:15:43.944,59192.42759194133,ehe-gold,7.12,-9.18,0.26,0.4,0.46,0.38,0.49,0.63,0.79,0.69,0.39,1.2,422,0.74,0.192,
IC201221A,134817,29175858,2020-12-21 12:36:53.455,59204.52561869099,gfu-gold,262.0,41.66,0.47,0.47,0.48,0.42,0.86,0.88,0.86,0.81,0.49,1.69,188,0.15,0.595,gfu-bronze
IC201222A,134818,73718836,2020-12-22 00:56:16.145,59205.03907574695,gfu-gold,206.85,13.55,0.33,0.28,0.24,0.29,0.58,0.49,0.47,0.47,0.23,0.73,194,0.94,0.555,"gfu-bronze, ehe-gold"
IC210210A,134979,17138286,2021-02-10 11:53:55.646,59255.495782940336,gfu-gold,206.85,4.41,0.25,0.26,0.33,0.26,0.43,0.51,0.68,0.48,0.24,0.82,310,0.43,0.676,"gfu-bronze, ehe-gold"
IC210503A,135251,10024822,2021-05-03 22:19:32.961,59337.93024259968,gfu-bronze,143.09,41.36,0.57,0.61,0.56,0.66,1.05,1.14,1.02,1.26,0.85,2.94,114,0.59,0.431,
IC210510A,135270,69188496,2021-05-10 04:50:10.739,59344.20151318136,gfu-bronze,268.02,4.03,0.24,0.26,0.28,0.22,0.44,0.46,0.47,0.41,0.2,0.62,121,3.55,0.307,
IC210516A,135292,56063172,2021-05-16 14:38:20.337,59350.60995760446,gfu-bronze,91.8,9.67,0.26,0.26,0.27,0.23,0.49,0.48,0.48,0.44,0.2,0.68,113,2.86,0.306,
IC210608A,135363,69917294,2021-06-08 03:41:00.975,59373.15348350774,gfu-bronze,337.1,17.43,2.57,1.9,0.97,0.73,3.81,3.23,2.26,1.33,5.05,17.0,109,2.63,0.333,
IC210629A,135440,3139778,2021-06-29 18:09:44.226,59394.75676186965,gfu-bronze,340.66,12.6,0.27,0.24,0.26,0.27,0.48,0.46,0.46,0.48,0.21,0.67,130,1.9,0.368,
IC210717A,135504,28341937,2021-07-17 15:44:59.101,59412.65623958994,hese-bronze,46.05,-1.98,0.63,0.52,0.64,0.76,1.07,1.07,1.2,1.42,1.24,4.3,85,0.68,0.376,
IC210730A,135553,7213992,2021-07-30 22:12:40.630,59425.92547024933,gfu-bronze,105.82,14.9,0.27,0.27,0.25,0.3,0.51,0.51,0.47,0.52,0.22,0.76,115,2.29,0.346,
IC210811A,135591,36044887,2021-08-11 02:02:44.038,59437.08523191601,gfu-gold,270.92,25.37,0.3,0.45,0.29,0.26,0.56,0.77,0.5,0.47,0.28,0.89,238,0.66,0.685,gfu-bronze
IC210922A,135736,30987826,2021-09-22 18:17:20.948,59479.76204801038,gfu-gold,60.64,-4.37,0.21,0.17,0.16,0.14,0.37,0.32,0.3,0.27,0.09,0.31,800,0.15,0.932,"gfu-bronze, ehe-gold"
IC211023A,135832,55176071,2021-10-23 08:31:18.318,59510.355073122366,gfu-bronze,253.56,-1.68,0.24,0.28,0.27,0.29,0.46,0.5,0.51,0.52,0.23,0.77,133,2.75,0.347,
IC211116A,135906,30719293,2021-11-16 10:33:16.052,59534.439769125886,gfu-bronze,42.36,0.04,0.61,0.56,0.41,0.46,1.05,1.06,0.71,0.87,0.78,2.57,168,1.73,0.424,
IC211117A,135908,43512334,2021-11-17 03:50:57.184,59535.16038407392,gfu-gold,225.62,-0.19,0.25,0.27,0.31,0.24,0.47,0.48,0.52,0.45,0.22,0.73,203,1.01,0.549,gfu-bronze
IC211123A,135930,15193553,2021-11-23 14:25:22.607,59541.60095610072,gfu-bronze,265.03,7.03,0.37,0.36,0.42,0.43,0.67,0.67,0.77,0.79,0.48,1.62,153,2.25,0.375,
IC211125A,135936,74588253,2021-11-25 06:22:21.556,59543.26552727257,gfu-bronze,43.95,21.5,0.41,0.46,0.32,0.34,0.81,0.81,0.6,0.61,0.42,1.43,124,1.85,0.403,
IC211208A,136015,21306805,2021-12-08 20:02:51.091,59556.83531355863,gfu-gold,114.04,15.71,0.47,0.34,0.43,0.47,1.18,0.6,0.75,0.83,0.51,1.91,178,1.09,0.524,gfu-bronze
IC211216A,136055,348073,2021-12-16 07:07:38.138,59564.29696918908,gfu-bronze,316.23,15.91,0.27,0.31,0.26,0.28,0.5,0.54,0.47,0.49,0.23,0.75,117,2.22,0.362,
IC211216B,136057,6147475,2021-12-16 23:41:13.940,59564.98696689253,gfu-bronze,199.56,16.88,0.32,0.29,0.28,0.31,0.59,0.56,0.54,0.56,0.27,0.94,116,2.26,0.365,
IC220115A,136170,48281000,2022-01-15 12:11:39.754,59594.50809900933,gfu-bronze,358.02,25.37,0.47,0.54,0.36,0.29,0.92,0.97,0.66,0.57,0.45,1.58,115,1.75,0.397,
IC220202A,136241,22093816,2022-02-02 11:48:38.589,59612.49211329909,ehe-gold,21.88,-4.22,0.32,0.22,0.19,0.14,0.68,0.36,0.32,0.29,0.14,0.49,150,1.9,0.206,
IC220205A,136249,27650203,2022-02-05 00:22:39.740,59615.015737727146,gfu-bronze,215.9,15.25,0.38,0.42,0.41,0.41,0.72,0.75,0.76,0.75,0.5,1.67,113,2.36,0.34,
IC220205B,136260,4895987,2022-02-05 20:08:10.595,59615.83901151842,gfu-gold,267.1,-3.62,0.29,0.35,0.23,0.27,0.57,0.63,0.38,0.49,0.23,0.75,230,0.61,0.618,gfu-bronze
IC220221A,136348,65788242,2022-02-21 00:42:19.119,59631.02938794905,hese-gold,288.81,21.5,0.69,1.1,0.71,0.66,1.18,1.83,1.25,1.72,1.67,6.03,157,0.36,0.673,hese-bronze
