grb_name,trigtime,duration,slc_index,pe_duration,pastro,pbat,classification,gbm_catalog,ra_median,ra_err_plus,ra_err_minus,dec_median,dec_err_plus,dec_err_minus,ra_max,dec_max
GRB161125482,2016-11-25 11:34:09.060429+00:00,6.573,,4.93,0.9999929361570448,0.3612077364781895,GRB6,,137.55173980352268,5.240417036078668,4.186928243400615,31.280641531249948,5.132077211395583,5.983633551012268,136.8943161911347,32.66020796432723
GRB161125931,2016-11-25 22:20:27.005843+00:00,2.671,,4.0,0.9990980656971864,0.679065772587877,GRB5,GRB,65.0601228448159,4.053795390114075,4.896010804011304,26.42950434283868,4.103549796162639,4.391316565026063,64.89218925618897,26.65434041863045
GRB161126724,2016-11-26 17:22:30.355603+00:00,2.671,,2.32,0.9066126580837708,0.2756651270666835,GRB5,,147.27940196282557,8.908069427944696,11.800329645781062,11.617565333704611,17.433716975425963,18.2406734003808,152.5106177069286,-5.926540328297799
GRB161127770,2016-11-27 18:28:46.257899+00:00,6.573,,5.22,1.0,,GRB5,,323.9473157893731,23.76109311051812,24.27536244045126,81.7248369773743,3.61445471030912,4.12929916012817,322.3075871092778,81.5377093250461
GRB161128216,2016-11-28 05:11:45.574711+00:00,1.086,,1.27,1.0,0.8517996263810707,GRB3,GRB,253.45861932738347,6.561515590519889,6.341549584262538,-49.14739606883882,4.1712584455091175,3.856304009981905,255.66533032509523,-50.29393398902121
GRB161129300,2016-11-29 07:12:12.405741+00:00,2.671,,4.0,1.0,0.9834277886305928,GRB3,GRB,307.7695706385682,2.728765072962005,2.8077809153493263,29.03811449541444,2.186612469888722,1.930259409445771,308.6203052143594,29.52156033267987
GRB161130190,2016-11-30 04:32:54.097849+00:00,6.573,,8.21,0.9359517383102254,0.0079375456818128,GRB5,,329.3136123691128,6.103197633250716,8.241565002409516,-62.465638932059846,6.737698285194398,5.904892231651743,332.75872885000376,-64.28185665594316
GRB161201342,2016-12-01 08:12:59.386744+00:00,4.869,,4.8500000000000005,1.0,0.2522537733621466,GRB5,GRB,344.7289485567205,2.2814908646826098,2.309551121898153,-16.083297744933983,2.285862704388096,2.343677358372304,344.77303533804843,-15.533326811388262
GRB161205561,2016-12-05 13:27:25.636722+00:00,0.441,,0.66,0.9999965773460164,0.3244681021023198,GRB5,GRB,339.3128670618026,5.534752557771753,5.668251905470072,37.93350754116869,3.718680820314269,3.1021571899687785,340.1160777362652,37.80493768140322
GRB161207224,2016-12-07 05:22:48.055861+00:00,2.671,,2.32,1.0,0.005349696197118,GRB6,GRB,272.1479593902768,10.054904602603983,10.1365293971686,-7.953883325008162,10.318238232538349,7.843846912373591,271.3411704630162,-10.911377253828396
GRB161212652,2016-12-12 15:38:59.399483+00:00,0.327,,0.32,1.0,0.2784200179809606,GRB5,GRB,340.03976334918843,11.447891084025912,12.26329320154116,76.43191691984869,4.241769788647403,3.4809489071614905,340.22362253692853,75.06905199285434
GRB161213295,2016-12-13 07:05:04.204014+00:00,4.869,,5.11,1.0,0.6687667266579618,GRB3,GRB,237.34675861317925,5.2028360690292175,7.123599700660435,-47.07961194029352,2.4113272754127806,3.491395615807285,240.69976126433016,-46.69572653548356
GRB161215222,2016-12-15 05:19:50.225647+00:00,4.869,,5.11,0.9999987925797676,0.041501396470887,GRB5,,19.7725792212094,5.195717058865895,5.308155415496737,3.848199538760655,6.60116913721971,8.206801484704595,19.72437965615169,4.67252808494538
GRB161217128,2016-12-17 03:03:45.902486+00:00,4.869,,3.5500000000000003,0.9998706185353272,0.4005358394286952,GRB5,GRB,219.92905382862384,7.367857183650756,7.731924423909021,54.51370282970822,5.724764861739018,7.006471124499562,220.14781442300887,57.91455774513075
GRB161218222,2016-12-18 05:19:23.235258+00:00,0.179,,0.19,1.0,0.2210860468554868,GRB7,GRB,114.53296939361014,3.5390341924457545,3.4912391190519543,-14.513209284991664,3.556733910561757,3.286700941521026,114.5377642415936,-14.98697286403016
GRB161219680,2016-12-19 16:18:52.457311+00:00,6.573,,6.54,1.0,,GRB5,,194.64076118925823,7.156954818977027,6.14187077974421,25.14498229291365,7.205829077661313,5.377344791028243,193.35588040119163,22.2587902071252
GRB161220605,2016-12-20 14:31:41.419180+00:00,6.573,,7.76,1.0,,GRB5,GRB,139.5470283675848,0.8092531711897948,1.796298885664413,-30.118711932709,1.2128583973405362,1.030411708840642,140.13480948513492,-30.36785929977747
GRB161227498,2016-12-27 11:57:18.572076+00:00,0.804,,1.2,1.0,0.056729959666009,GRB3,GRB,79.89075667845259,3.064737216632693,2.969171580592331,38.98440461395312,3.972788665197214,3.566989834272533,79.43732992231097,38.58212991867967
GRB161228032,2016-12-28 00:46:36.108618+00:00,6.573,,8.21,0.9999934082521652,,GRB5,GRB,107.1367026189574,3.086259012906339,2.828119305326652,22.3440947583352,4.283785881812385,5.540715244190537,107.14791770592136,23.37277547006877
GRB161229162,2016-12-29 03:53:04.663252+00:00,6.573,,8.21,1.0,,GRB1,,246.0753919836349,2.885314006111713,2.8735003934473298,1.9723498925166003,2.425752917993912,2.369088066792203,246.40550784147183,1.8509882979275805
GRB161229879,2016-12-29 21:06:14.974437+00:00,0.133,,0.1,1.0,0.0281433177357007,GRB5,,207.92645415618736,8.057623153473173,5.477619231414366,23.46519693258917,11.827570244679926,7.137767589353231,205.16760993189,23.00080465195556
GRB161230298,2016-12-30 07:09:25.778110+00:00,0.098,,0.11,1.0,,GRB5,GRB,302.75799857555694,15.167677305917948,12.484419284858404,-53.428645953195385,8.143680168938978,5.417323501454689,296.3736573675284,-53.94506821829309
GRB161230511,2016-12-30 12:16:10.256601+00:00,4.869,,4.8500000000000005,1.0,0.864103842394676,GRB5,GRB,318.81621649557223,3.2114115183509853,3.774683605838789,-13.744961367068887,2.8523580045690533,3.6417040637478912,318.93811093393754,-13.520575385326197
GRB170101374,2017-01-01 08:58:34.651287+00:00,2.671,,2.69,1.0,0.0025934024260926,GRB5,GRB,149.83946401616117,5.914887069645175,6.144807102277412,22.550558913703384,3.462722681647371,3.766605356681072,151.46347537049857,22.3501528922831
GRB170111760,2017-01-11 18:14:36.117446+00:00,0.179,,0.15,1.0,,GRB6,GRB,121.93336073672116,11.359487200641382,16.403144436397113,44.50418111705204,5.781624724352326,6.404454632930367,123.2264434815601,44.3467598825814
GRB170111815,2017-01-11 19:34:01.509411+00:00,0.441,,0.51,1.0,0.4106878476856112,GRB5,GRB,262.50311100925074,6.010246477790702,5.879352467447916,60.47630039474418,2.747675871425436,2.522226809450096,263.0218057501701,60.02345883493823
GRB170112970,2017-01-12 23:16:09.498557+00:00,1.466,,1.48,1.0,,GRB3,GRB,225.0819446590476,11.177664417460818,10.119111336985526,-52.10797102104999,4.285006309895444,3.8707866221023215,224.5708902261516,-52.66780631260592
GRB170116238,2017-01-16 05:43:16.697582+00:00,6.573,,6.54,1.0,0.271653406194029,GRB5,GRB,317.4065661880292,22.34599795060018,10.748314908655232,-44.76269416099873,8.413063053715803,10.70183390498662,308.9555509193847,-44.4891602886468
GRB170121067,2017-01-21 01:36:55.037949+00:00,1.086,,1.5,1.0,0.9205048340601042,GRB7,GRB,63.7383564558117,9.065826884130928,9.59974264293151,-81.66146108460205,1.6108214145919248,1.677842693143944,56.1973278043679,-81.31628767792168
GRB170121133,2017-01-21 03:10:51.835125+00:00,0.596,,0.59,1.0,0.2219010711642973,GRB5,GRB,244.54262019983847,6.5950287704869766,4.54183745045944,17.349360554711176,9.62295429942833,7.69068730081012,243.79913708613287,17.507924543762094
GRB170124528,2017-01-24 12:40:29.052971+00:00,0.022,13.0,0.033,0.9872951014101792,0.8467466292576015,GRB5,GRB,5.363777827984476,6.391666329961401,3.750285484287529,9.10057217165281,4.514031053747454,4.079363675222785,0.4798284471135609,8.877471964772223
GRB170124874,2017-01-24 20:58:10.211891+00:00,4.869,,5.11,0.9804503734562368,0.0487828889893032,GRB5,GRB,285.03910460951266,3.5631130212321978,1.9656094675005988,-73.07091165704186,1.146099806469408,1.3296794871815791,284.64915335027814,-72.67233159084233
GRB170126480,2017-01-26 11:30:44.907198+00:00,6.573,,6.93,1.0,0.9834277886305928,GRB5,GRB,260.00919146304994,3.462762358084831,3.5743177381963847,-67.18074772193529,0.7587018817036864,0.729086294623329,260.721041472777,-67.39702713978649
GRB170127634,2017-01-27 15:13:28.784457+00:00,0.098,,0.12,1.0,,GRB5,GRB,19.31916590914945,2.089808949699041,3.0131211486238847,-30.09473170018668,3.6075112470660606,3.25539960462422,20.10200961071864,-31.40117274269882
GRB170130510,2017-01-30 12:13:52.015705+00:00,1.086,,1.56,1.0,0.0367031807420825,GRB5,GRB,301.61392614942304,3.753259879538575,2.617797111134905,-3.292669358388713,5.085862450718402,2.6902585593110304,301.09429514471225,-4.31103922350164
GRB170130697,2017-01-30 16:43:11.689883+00:00,6.573,,7.33,0.9999968030480632,0.1935712740853807,GRB5,GRB,329.0080805187308,21.78437685350201,25.89777491574654,-78.11089042276149,2.6870589340262683,2.9977892332778424,359.4817600659238,-76.7750505200926
GRB170203486,2017-02-03 11:40:25.872324+00:00,0.242,,0.23,1.0,0.1342728768518681,GRB5,GRB,249.4716232665413,5.264006702749185,5.03219082429041,10.627505559449055,4.945193932578846,5.80078321264189,249.99110496073496,11.56251006176378
GRB170205527,2017-02-05 12:39:29.677899+00:00,6.573,,8.21,1.0,,GRB5,,260.10509071069583,0.885169449544037,1.0708289156257251,0.6108326841156981,1.1172353356711235,1.1747275351880115,260.4972653850282,0.5663289396793392
GRB170208758,2017-02-08 18:11:18.616377+00:00,4.869,,4.8500000000000005,1.0,0.999995419350618,GRB5,GRB,168.87700725240796,3.892164377666944,5.42182063622576,-45.32870979997081,2.324727858091798,2.5782485256788448,169.52739113759785,-44.53184463357306
GRB170209048,2017-02-09 01:08:40.373643+00:00,0.441,,0.66,0.9999980968579558,0.0210734405669375,GRB5,GRB,110.43827133418368,2.401288617240766,1.9829516110878127,-48.98432375045896,1.02002342913471,0.9211711981408256,109.44130344265368,-49.160357195191935
GRB170212034,2017-02-12 00:49:00.733738+00:00,1.979,,1.95,1.0,0.0002144080881772,GRB5,GRB,151.39451768492611,4.94829098995362,4.659301148113428,16.376566373112844,2.764255776193334,4.721188125021477,150.48554484469582,16.9002656320906
GRB170216969,2017-02-16 23:15:49.678327+00:00,3.606,,3.5500000000000003,1.0,0.0276604418460734,GRB1,,295.2736098127571,9.36946115433716,8.645146775508636,-68.48053657568794,4.508879226014663,4.236496625141726,295.96797610475903,-68.71486818617731
GRB170219002,2017-02-19 00:03:07.122864+00:00,0.098,,,1.0,0.2741819345120928,GRB3,GRB,75.05,,,52.69,,,75.05,52.69
GRB170222209,2017-02-22 05:00:59.773343+00:00,1.466,,,1.0,0.9962507917115806,GRB3,GRB,291.97,,,27.76,,,291.97,27.76
GRB170228794,2017-02-28 19:03:16.813898+00:00,3.606,,3.74,1.0,,GRB5,GRB,242.71155481083065,2.732389645194843,2.3880488969884084,-0.7846528120584975,3.452336126078828,3.0752539814645727,243.0812992000416,-1.261888043418436
GRB170301812,2017-03-01 19:28:43.036842+00:00,2.671,,4.0,0.9800561658929424,0.1075343507458894,GRB3,GRB,236.0834657169553,12.727943890437215,14.677201187940256,-60.14314379350639,5.295597803887624,4.050423420591393,237.4456058318135,-60.52640393010911
GRB170302166,2017-03-02 03:58:24.481282+00:00,1.979,,1.95,1.0,0.0013526176903692,GRB1,GRB,146.03409269106317,3.675148837087761,3.5810784517371985,41.08609707875179,2.760424367598091,2.814900614269732,145.46685312457703,40.695066085475055
GRB170302876,2017-03-02 21:01:16.488426+00:00,6.573,,8.21,0.989969043463902,0.0146583029671084,GRB5,GRB,15.063819299334517,4.555700404987762,4.197509420386455,1.8206720414910864,4.685323128518952,4.063648122000117,14.668967859664232,2.3598990887933216
GRB170304003,2017-03-04 00:04:26.122700+00:00,0.133,,0.13,1.0,,GRB5,GRB,317.7306757955008,8.239331312668071,6.454814506833316,-73.06705103731883,1.9136625844621733,1.5869551335245973,315.3139707151555,-73.2274198107585
GRB170305256,2017-03-05 06:09:06.884461+00:00,0.242,,0.23,1.0,0.8186833034374922,GRB5,GRB,39.61642398330788,1.0482918534308112,1.1172049891573366,10.722808463302076,1.5965309149771247,1.6097128220711117,39.44474109164868,11.073653018956437
GRB170306130,2017-03-06 03:07:22.373010+00:00,6.573,,8.21,1.0,0.1159260544703684,GRB5,GRB,156.28366443745287,2.446340820627512,2.380649356882998,20.220127414009948,3.2732357917386814,3.351125752601998,156.73950687844916,20.06737072790644
GRB170306589,2017-03-06 14:07:40.653219+00:00,2.671,,4.0,1.0,0.5062482182343944,GRB5,GRB,156.3901265543937,1.5632515964323943,2.01541496234941,44.44920331812091,1.096800033185204,0.9270555495420822,157.29685817528355,44.14377226421684
GRB170310417,2017-03-10 09:59:50.452869+00:00,1.979,,1.95,1.0,,GRB5,GRB,215.9669102544088,7.725626660946318,7.512752748116696,65.0665004866938,3.681621552844817,3.967908075968829,214.2738876169276,65.30548750740675
GRB170310883,2017-03-10 21:11:45.634973+00:00,6.573,,8.21,1.0,0.0747512993652615,GRB5,GRB,145.41938523242052,7.607781339395132,5.720285129026195,41.453221027796,2.6549060250767624,3.4973114186691987,144.70940557780222,42.71890315121629
GRB170311339,2017-03-11 08:08:43.726222+00:00,6.573,,6.54,0.9965968545982116,,GRB5,,281.69358112735813,5.369770190577242,4.925138675030723,-41.12693015220578,8.286558096122548,6.470367805501702,281.3298456541784,-40.64457455039653
GRB170313125,2017-03-13 03:00:29.562668+00:00,6.573,,6.54,1.0,,GRB5,GRB,4.5280218296488695,3.455524548911316,2.832633819066888,31.58329279414536,4.019708615552627,5.103477828373801,4.057548213489728,31.78840175060128
GRB170317666,2017-03-17 15:59:26.984518+00:00,1.086,,1.62,0.9900518558902224,,GRB5,GRB,300.3574074056609,5.883030507682236,5.145111314045778,-61.57583152318964,4.101517793562479,4.002922544990163,299.066239619812,-62.97624593755352
GRB170318644,2017-03-18 15:27:52.858145+00:00,1.086,,1.08,0.9999974752266316,1.0,GRB3,GRB,291.87662615573305,9.95811117035214,8.456535899306175,15.821560564448095,6.918553708257678,9.566901504892432,291.22335518963905,18.007889776022303
GRB170321052,2017-03-21 01:14:51.985595+00:00,2.671,,3.12,1.0,0.0808495109924168,GRB5,,201.11863125830405,3.1604323164017387,3.018224246594343,23.476066546151564,4.138009804000234,3.257104159284016,200.3119018090592,22.263465384116607
GRB170325331,2017-03-25 07:56:58.081039+00:00,0.179,,0.2,1.0,,GRB5,GRB,125.51800665386526,7.005490790255266,2.1346208264619264,18.3636506710594,6.356177049945401,3.0790283325642225,124.4483015026766,17.191024060018393
GRB170326489,2017-03-26 11:44:39.562774+00:00,6.573,,8.21,1.0,,GRB5,GRB,310.1268840860447,6.791140171406369,4.977883051565357,12.540396745511533,5.6430468720312295,5.735093695407741,307.1510530297986,14.24919477019129
GRB170402785,2017-04-02 18:50:52.732347+00:00,6.573,,8.21,0.9254920081546876,0.0449378539553087,GRB5,,109.73351634176912,4.390567537322482,5.552232159239097,31.377489209307107,4.517248817609477,4.753851723414215,110.80397186287306,30.28746223418255
GRB170402961,2017-04-02 23:03:45.695447+00:00,2.671,,2.83,1.0,0.000361996622895,GRB5,GRB,297.1275891857575,2.971243342575121,4.457747138631987,-33.0613480553781,2.618976529462945,2.506290847578313,298.46173526563973,-32.91189041697478
GRB170403583,2017-04-03 13:59:17.835249+00:00,0.133,,,1.0,1.0,GRB5,GRB,261.94,,,27.6,,,261.94,27.6
GRB170408798,2017-04-08 19:09:24.002636+00:00,6.573,,6.93,0.9234307155371416,0.014773059811361,GRB6,,339.3034166144442,11.163961376135944,12.2095381951832,6.306065308481983,28.32780600809037,11.432028607842302,342.09089535461305,1.4734912697525608
GRB170412918,2017-04-12 22:01:19.222764+00:00,0.441,,0.64,1.0,0.2421344612859517,GRB5,GRB,195.59765198045287,2.923016433352302,2.8540307037789887,26.186776329956224,3.230978401505528,2.6039800008152447,195.99869227313616,25.53834542266282
GRB170412988,2017-04-12 23:43:00.689504+00:00,6.573,,7.76,1.0,0.9613906858536408,GRB5,GRB,162.46743972542296,2.9867589604598663,2.199969572703452,17.997688040869978,6.43769060392199,3.7360374508415184,161.5949640265257,15.261705033352351
GRB170416825,2017-04-16 19:48:22.713492+00:00,0.133,,0.1,0.9970357223101416,0.9999700980183692,GRB5,,292.50777068215046,8.50607538582625,21.92468824190911,64.78811187020085,12.356804578781649,9.814255483659592,294.7182842506636,57.218914159515904
GRB170419984,2017-04-19 23:36:18.089156+00:00,6.573,,8.21,1.0,,GRB5,GRB,264.8207859547152,1.6493846596035269,1.6216791705571725,-5.677234263818671,3.187250714834424,4.0902681500439,263.87696249061355,-5.746578113505541
GRB170423719,2017-04-23 17:15:19.495652+00:00,0.242,,0.36,0.9999985958731512,0.9834277886305928,GRB5,GRB,342.43668068437705,1.3174136413774704,1.2865938293682575,-3.612197765176612,1.9345952421885133,1.9805770955672148,341.7955231268378,-3.2887818327915443
GRB170423872,2017-04-23 20:55:26.761787+00:00,6.573,,7.33,1.0,0.0810752370468022,GRB5,GRB,210.5336575704107,1.909404176170966,1.6365789069401444,23.535596965815014,1.569544661497055,1.8768976364236167,210.48990362597192,23.79676793028216
GRB170429800,2017-04-29 19:11:20.594554+00:00,3.606,,5.4,0.9986871508088192,,GRB3,GRB,258.71806990857584,3.132795177884248,2.5260507895425235,-30.98269231628285,1.3207826845313555,1.482819749248275,257.8776278852744,-30.62047141257717
GRB170430204,2017-04-30 04:54:19.721879+00:00,0.073,,0.07,0.9999987925797676,0.2657118213251283,GRB5,GRB,14.669663423821866,9.294484861134563,8.747261547623111,7.458919511431412,11.629311958762806,11.042239979790612,18.414525354901347,4.960522470894292
GRB170430705,2017-04-30 16:54:58.611394+00:00,6.573,,8.21,1.0,0.2528571657851545,GRB5,,13.345697935425983,7.364144579763286,7.2869425799653715,-60.60917968365199,1.9870981089278743,1.5085136597211672,18.31150852257329,-60.676684816218085
GRB170501467,2017-05-01 11:11:57.074436+00:00,6.573,,8.21,1.0,0.9962507917115806,GRB3,GRB,98.85997227097856,1.2389408095175298,1.3284129652130474,15.0442097557091,2.102116609861836,1.6112558039395832,99.33137449627012,13.836424227408743
GRB170501668,2017-05-01 16:01:42.293210+00:00,1.466,,1.3,0.9999974752266316,0.5043885489314898,GRB3,,86.86517508620027,14.25252733265981,16.19235174159533,36.87153221816804,9.492192839278722,11.787120996056508,91.1120057302329,39.12824881089384
GRB170504123,2017-05-04 02:57:30.811979+00:00,1.979,,1.95,0.999998034206088,0.2347959912311699,GRB5,,78.93680000138147,19.27586846046887,61.69136845857719,-60.87048580326052,8.57690792655628,8.13345235498874,87.309416816608,-59.1705518745214
GRB170504734,2017-05-04 17:37:30.819039+00:00,0.133,,0.13,0.9999974752266316,0.4988779864342106,GRB3,GRB,292.49191491601573,7.063309482945613,6.972712151745952,25.119083497210195,6.66695504254789,9.516823413773343,292.7284337956927,25.736883816298526
GRB170506169,2017-05-06 04:02:48.344549+00:00,0.441,,0.44,1.0,0.6566492599259891,GRB5,GRB,108.70912435283168,4.275393683135192,4.127891804541093,43.947052660860194,6.398988881057633,4.951715302173689,109.27853327850896,42.24154837003714
GRB170510218,2017-05-10 05:14:36.885178+00:00,6.573,,8.21,1.0,0.2083106319297641,GRB3,,152.12763528964325,1.16218019702643,1.5679804239899229,-45.623206660301214,1.2463552225485517,0.8546049839184278,152.283630350149,-46.45346599052096
GRB170511477,2017-05-11 11:26:54.937266+00:00,1.466,,1.48,1.0,,GRB5,GRB,149.50842112402216,11.02549208537539,5.618249033958335,-28.017419529666483,6.987565514352983,13.83871583169836,147.7333473352827,-25.90251302492417
GRB170512736,2017-05-12 17:39:20.111546+00:00,0.003,12.0,0.003,0.9854303487754554,0.1215386416037559,GRB4,,266.0836146984618,26.24903690422269,32.71678543770295,-53.1645622629562,19.61951261988268,15.703252632196827,268.3570333877217,-60.76662661531872
GRB170514152,2017-05-14 03:38:45.017391+00:00,6.573,,7.33,1.0,0.2752183451847078,GRB5,GRB,156.90237388897302,8.575454405240635,7.44450327951472,67.48014249130534,2.371611998968433,2.727701352322782,154.27378239521283,67.36554368875167
GRB170514180,2017-05-14 04:18:41.327461+00:00,1.086,,1.62,1.0,,GRB6,GRB,120.32106456309964,1.6231340858816878,1.2800449169953223,-23.724360921079523,1.851632638926873,1.742965894061122,119.68066473470908,-24.16662791098529
GRB170516808,2017-05-16 19:24:05.517322+00:00,1.466,,1.55,1.0,0.0012033694646711,GRB5,GRB,334.4695753136401,13.065997730180356,9.590940776715511,-25.97577755525448,8.502823203835053,7.486593136746087,333.9387141505466,-28.23516425694408
GRB170520202,2017-05-20 04:51:12.720271+00:00,1.979,,2.46,1.0,0.2790811345944728,GRB1,GRB,265.3165694016383,2.3810304461544547,2.6107874805741744,11.634583010131657,3.018713372937782,3.376637322448884,265.78632153014803,11.91703784322064
GRB170521882,2017-05-21 21:10:47.074764+00:00,2.671,,2.83,1.0,,GRB3,GRB,81.77190084562406,7.746758254615614,8.737026504130924,50.07950167027016,5.001552302301548,4.778826296576902,80.75179672855623,50.97649467835518
GRB170530581,2017-05-30 13:56:17.210475+00:00,6.573,,8.21,1.0,0.145964869433976,GRB5,GRB,117.99348557157867,1.2428718695395702,1.2463198454049549,23.659682908010808,1.712539272740898,1.6796310943146793,117.86794938974582,23.586690577630744
GRB170604603,2017-06-04 14:28:05.195038+00:00,0.098,,0.14,1.0,,GRB6,GRB,345.736277697414,2.955140981063778,2.815816945939389,45.53994676801248,4.505814677026471,3.726446910749431,345.2634582306787,45.38180094510771
GRB170609850,2017-06-09 20:23:25.506307+00:00,1.466,,1.48,0.9999386404043664,0.1781858381897065,GRB1,,236.82457484477845,5.369372226363623,5.392089447510415,-22.711400649629176,5.208516372774255,5.485371234191007,237.70406263620384,-22.595823236529043
GRB170614255,2017-06-14 06:06:44.173856+00:00,1.979,,2.46,0.9971745248212892,0.0656300715160172,GRB3,GRB,78.88350837559089,3.604750906842497,3.159109802136697,44.14509317820611,3.95236611373894,3.504216021924762,78.43226216042234,43.76718507361994
GRB170615329,2017-06-15 07:53:24.120702+00:00,3.606,,3.2,0.9109091914863092,0.0570880978472495,GRB5,,106.9015589290722,17.2174637556719,18.59483900930056,-71.8759959328562,4.5914796790646335,4.549571775043802,112.64537922843265,-71.31527350652485
GRB170616165,2017-06-16 03:58:09.077949+00:00,6.573,,6.54,0.9999987925797676,0.2743630327621945,GRB5,GRB,33.91398658356715,6.242999886965308,7.177495207024759,25.580323733910244,9.846286616139796,7.894123814189292,35.5478436038568,22.517742605908204
GRB170616480,2017-06-16 11:31:03.776479+00:00,6.573,,8.21,0.9999999926713736,,GRB5,,103.44488393398532,4.10947196455426,4.032989789151628,42.57375477572461,2.4992216240528293,2.34631524370694,103.73594118653172,42.15147686579791
GRB170628179,2017-06-28 04:17:13.356307+00:00,0.03,,0.03,0.9100387673864608,0.0098356132984121,GRB2,,281.3117363306091,26.57164453420245,19.919887279766385,-27.000529280760915,6.432039353581182,17.029771927024832,268.63414240962175,-22.31881385213007
GRB170704012,2017-07-04 00:17:10.664174+00:00,6.573,,0.02,1.0,,GRB5,,15.818891441132989,1.827139513652048,1.349193013776583,-24.86387913165878,1.7960355685396152,2.050071300046554,15.407717629415924,-24.79550873098888
GRB170704082,2017-07-04 01:58:41.228774+00:00,0.098,,0.14,0.9999987660262888,0.0969633633131543,GRB5,,46.89477343891024,11.676067854787902,8.660539169325531,-34.90449165474404,7.535522878322837,10.072083874153089,46.01431291603098,-32.31531539523226
GRB170705115,2017-07-05 02:46:00.759844+00:00,2.671,,4.0,1.0,1.0,GRB5,GRB,190.11164426518667,1.5697045621559198,0.8878959311874155,19.040216942503896,0.5512060503765781,0.7456527695193316,189.79708288244973,19.275467454776813
GRB170705244,2017-07-05 05:50:46.352146+00:00,2.671,,4.0,1.0,0.4291134974594125,GRB5,GRB,224.78569826536503,2.7329970801802688,2.678311439131278,-9.33732681418325,4.420409278816822,3.996102953428631,224.7610035968295,-12.71284305866808
GRB170707399,2017-07-07 09:34:04.937852+00:00,0.327,,0.31,0.9191193018895868,0.0849344744926565,GRB5,,125.7870264641217,3.476274830104316,4.376837672195293,38.9291577649097,4.675992496014409,5.554338824657975,127.20109857948874,39.87624706735132
GRB170708046,2017-07-08 01:06:11.305777+00:00,0.133,,,1.0,,GRB5,GRB,328.37,,,21.53,,,328.37,21.53
GRB170709334,2017-07-09 08:00:24.682447+00:00,0.073,,0.09,1.0,0.560138293854846,GRB5,GRB,314.7082481532186,3.192446114550762,3.897423666832708,21.462421126718137,2.30863032980157,4.636579773398658,315.9080443289955,22.85294863727632
GRB170710340,2017-07-10 08:10:15.064460+00:00,6.573,,8.21,1.0,0.9962507917115806,GRB3,GRB,35.91989916774522,2.6607623557760505,2.830310763309676,56.372609834717,1.938882754512228,3.383640560821128,36.01667467071236,56.731620326970834
GRB170711019,2017-07-11 00:26:53.657162+00:00,4.869,,4.37,1.0,0.0284141749892621,GRB6,GRB,65.19220002407711,5.420593893111018,6.416616228333488,-32.72925506234722,5.242937202376591,5.991331070906618,66.95636832677158,-34.18780133499816
GRB170711713,2017-07-11 17:06:36.553195+00:00,0.596,,0.61,1.0,0.9721380920136028,GRB3,GRB,287.31937673560543,4.05932454709972,5.714918788081377,22.426831563420123,6.171421827758451,4.399532795543582,288.48485209363287,21.21185111070764
GRB170711931,2017-07-11 22:20:26.327679+00:00,2.671,,3.81,1.0,,GRB3,GRB,50.60050968635471,1.8780136759919013,1.7019887491931769,50.31284175021254,1.1902002775052123,1.2962132698605942,49.900951071861314,50.30691422059482
GRB170714378,2017-07-14 09:04:08.663579+00:00,0.327,,0.35,0.9999975638453172,5.64425396385924e-05,GRB5,,319.59959972092565,19.79006869555536,19.318318007637856,62.04625102454054,11.677345561586606,15.633596454210457,321.07417587336136,69.56383626599961
GRB170716337,2017-07-16 08:05:39.575403+00:00,4.869,,4.8500000000000005,1.0,0.7846669458298505,GRB5,,66.30972830536795,28.62466707464087,6.8845086796220585,28.50405541873276,3.441489318109461,17.52344821277915,61.83303145361795,29.41981331644096
GRB170717952,2017-07-17 22:51:22.661977+00:00,3.606,,4.16,1.0,,GRB3,GRB,342.8136249431382,6.060552917031657,6.562288010835005,48.321838545168646,7.198325617721558,7.720810642000607,343.0145752866096,51.11815394295505
GRB170720255,2017-07-20 06:07:40.534865+00:00,6.573,,6.54,1.0,0.0017410390808229,GRB5,,340.85795129761493,5.114378179553114,6.554492280535101,3.819474815907957,8.643772986324105,6.422882806209467,343.8105910211168,2.815101272993509
GRB170720641,2017-07-20 15:22:26.746044+00:00,4.869,,4.8500000000000005,0.9999987925797676,0.2390035541635322,GRB5,,154.3239057115467,6.400838152924536,13.03037617910195,-12.255598782942553,7.872970474498031,7.020106643471305,157.32863396719222,-14.072662967577465
GRB170722525,2017-07-22 12:36:15.770063+00:00,4.869,,5.11,1.0,0.2761480607150086,GRB5,GRB,58.32688935782353,3.312634500554545,2.6809130326725708,27.63322484449331,1.9009753545976973,2.0699551274619026,57.41271732190784,27.952146871679684
GRB170723677,2017-07-23 16:15:29.195220+00:00,6.573,,6.54,0.9999974752266316,0.3534671726928927,GRB3,GRB,6.646419853114552,6.813059180045612,4.414752551709133,59.46748403870875,5.84720894878582,5.340309689851523,0.5998747985304387,56.55514440094584
GRB170723882,2017-07-23 21:10:17.265224+00:00,2.671,,2.69,0.9999987925797676,0.2706465497747277,GRB5,GRB,219.62315629559689,7.271185289770841,6.09764235670545,26.9030317063558,20.91251109085256,18.289171651665427,218.04639196527364,25.22128897647553
