GRBname     Trig_ID     Trig_time_met  Trig_time_UTC               RA_ground     DEC_ground     Image_position_err  Image_SNR     T90           T90_err       T50           T50_err       Evt_start_sincetrig  Evt_stop_sincetrig  pcode   Trigger_method               XRT_detection  comment                T90_start
----------  ----------  -------------  --------------------------  ------------  -------------  ------------------  ------------  ------------  ------------  ------------  ------------  -------------------  ------------------  ------  ---------------------------  -------------  ---------------------  ---------
GRB170318B  743086      511543691.328  2017-03-18T15:27:52.554820  2.842923e+02  6.316858e+00   2.218166e+00        9.746329e+00  1.072000e+00  2.218468e-01  5.559999e-01  2.976173e-01  -239                 963                 0.6797  rate trigger                 Yes                                   -0.464
GRB170318A  743065      511531935.296  2017-03-18T12:11:56.523520  3.056629e+02  2.840562e+01   1.219495e+00        2.290890e+01  1.169160e+02  3.152705e+01  3.621600e+01  5.374443e+00  -239                 663                 0.4375  rate trigger                 Yes                                   -5.356
GRB170317A  742866      511436777.856  2017-03-17T09:45:59.089020  9.308714e+01  5.050013e+01   9.781256e-01        3.139355e+01  1.195200e+01  4.874961e+00  4.288000e+00  7.297123e-01  -240                 962                 0.4609  rate trigger                 Yes                                   0.432
GRB170311A  741965      510912541.696  2017-03-11T08:08:42.959380  2.805410e+02  -3.003808e+01  1.991263e+00        1.137082e+01  9.000000e+00  2.828427e+00  3.000000e+00  2.828427e+00  -481                 962                 0.6484  rate trigger                 Yes                                   -3.696
GRB170307A  741528      510611080.0    2017-03-07T20:24:21.280840  1.351412e+01  9.535879e+00   2.467363e+00        8.371157e+00  2.992000e+01  2.817616e+01  1.321600e+01  6.534207e+00  -60                  963                 0.4336  image trigger                No                                    56.16
GRB170306A  741220      510476791.232  2017-03-06T07:06:12.520600  2.630917e+02  -4.475903e+01  2.439407e+00        8.508543e+00  2.100800e+01  6.527453e+00  9.356000e+00  2.708603e+00  -239                 963                 0.2930  rate trigger                 Yes                                   -3.332
GRB170208B  737463      508286037.504  2017-02-08T22:33:38.918640  1.271452e+02  -9.027653e+00  5.041567e-01        8.091420e+01  1.281360e+02  5.718968e+00  7.700000e+00  4.820125e-01  -240                 963                 1.0156  rate trigger                 Yes                                   -5.472
GRB170208A  737438      508270294.912  2017-02-08T18:11:16.327540  1.665437e+02  -4.678593e+01  1.385066e+00        1.909931e+01  7.448000e+00  5.432937e-01  4.972000e+00  1.078378e+00  -240                 962                 0.1797  rate trigger                 Yes                                   0.088
GRB170206B  737125      508111064.064  2017-02-06T21:57:25.488720  2.717828e+02  1.117511e+01   2.199880e+00        9.862271e+00  1.336000e+01  2.677025e+00  7.440000e+00  2.972945e+00  -239                 963                 0.7891  rate trigger                 Yes                                   -0.008
GRB170205A  736843      507991168.52   2017-02-05T12:39:09.951640  2.621579e+02  -5.774731e-02  8.938966e-01        3.570327e+01  2.612800e+01  3.183611e+00  1.711600e+01  6.218681e-01  -61                  963                 0.9141  rate trigger                 Yes                                   -0.116
GRB170203A  736432      507773039.616  2017-02-03T00:03:41.060220  3.328593e+02  2.518546e+01   2.187794e+00        9.940196e+00  4.590400e+01  5.961554e+00  1.243600e+01  1.292559e+01  -240                 962                 0.6719  rate trigger                 No                                    0.748
GRB170202A  736407      507752900.928  2017-02-02T18:28:02.373380  1.525256e+02  5.020531e+00   1.017016e+00        2.969271e+01  3.776000e+01  1.171811e+01  1.494000e+01  1.144902e+00  -240                 962                 0.5078  rate trigger                 Yes                                   1.58
GRB170127B  735331      507222827.2    2017-01-27T15:13:28.675820  1.999678e+01  -3.034043e+01  1.932341e+00        1.186936e+01  5.120000e-01  1.448862e-01  2.560000e-01  8.158436e-02  -239                 963                 0.7500  rate trigger                 Yes                                   0.048
GRB170127A  735326      507219694.208  2017-01-27T14:21:15.684000  1.743663e+02  -4.584498e+01  2.260261e+00        9.488061e+00  6.737600e+01  1.203290e+01  3.625200e+01  1.137123e+01  -239                 963                 0.9766  rate trigger                 Yes                                   -4.892
GRB170126A  735188      507123060.8    2017-01-26T11:30:42.281540  2.636257e+02  -6.475212e+01  1.500627e+00        1.703335e+01  9.536000e+00  1.580683e+00  3.904000e+00  8.914168e-01  -240                 362                 0.0400  rate trigger                 Yes                                   -0.184
GRB170115A  733103      506206226.56   2017-01-15T20:50:08.094080  3.321493e+02  1.375569e+01   1.954105e+00        1.168096e+01  3.204400e+01  9.169220e+00  1.865600e+01  6.773400e+00  -240                 423                 1.0156  rate trigger                 Yes                                   3.96
GRB170113A  732526      505994663.936  2017-01-13T10:04:05.482200  6.174915e+01  -7.193612e+01  1.320588e+00        2.044530e+01  2.029600e+01  4.332635e+00  1.057600e+01  8.731094e-01  -804                 2000                0.8672  rate trigger                 Yes                                   0.26
GRB170112A  732188      505879338.56   2017-01-12T02:02:00.112820  1.523214e+01  -1.723265e+01  2.527452e+00        8.088296e+00  5.599993e-02  1.788858e-02  2.799994e-02  1.442218e-02  -240                 963                 1.0156  rate trigger                 No                                    -0.004
GRB170111A  731887      505787626.624  2017-01-11T00:33:28.182060  2.069115e+01  -3.254335e+01  1.754248e+00        1.362753e+01  2.987600e+01  9.711170e+00  1.048000e+01  2.515011e+00  -240                 782                 0.4492  rate trigger                 Yes                                   -12.264
GRB170101A  729293      504930379.344  2017-01-01T02:26:00.951240  2.670890e+02  1.164150e+01   1.097992e+00        2.661456e+01  3.104000e+00  8.480000e-01  9.760000e-01  7.155419e-02  -239                 963                 0.1465  rate trigger                 No                                    -0.272
GRB161224A  728268      504310432.0    2016-12-24T22:13:34.642820  2.048199e+02  -1.802899e+01  1.834623e+00        1.278271e+01  4.737600e+01  1.158290e+01  1.776000e+01  5.085106e+00  -239                 963                 0.4844  image trigger                Yes                                   15.672
GRB161220A  727610      503915627.584  2016-12-20T08:33:30.249440  3.508588e+02  -4.748285e+01  1.940255e+00        1.180026e+01  7.220000e+00  1.754254e+00  3.536000e+00  8.124063e-01  -767                 962                 1.0000  rate trigger                 Yes                                   -3.052
GRB161219B  727541      503866136.64   2016-12-19T18:48:39.308260  9.171595e+01  -2.680126e+01  8.778381e-01        3.663995e+01  6.932000e+00  7.931809e-01  2.452000e+00  3.739091e-01  -240                 962                 0.4922  rate trigger                 Yes                                   0.048
GRB161218A  727288      503725673.472  2016-12-18T03:47:36.148280  2.452503e+02  -4.112793e+00  6.126977e-01        6.124241e+01  7.200000e+00  5.458938e-01  2.980000e+00  8.236507e-02  -352                 963                 0.6094  rate trigger                 Yes                                   -0.328
GRB161217A  727167      503630872.0    2016-12-17T01:27:34.681680  1.506470e+02  5.234109e+01   2.045221e+00        1.094470e+01  1.203600e+01  2.449433e+00  6.588000e+00  2.368494e+00  -411                 963                 1.0156  image trigger                Yes                                   35.9
GRB161214B  726885      503428827.968  2016-12-14T17:20:10.661200  3.858056e+00  7.347638e+00   8.995960e-01        3.538056e+01  2.489600e+01  3.182645e+00  8.800000e+00  1.155275e+00  -240                 962                 0.6484  rate trigger                 Yes                                   0.404
GRB161202A  725036      502413189.952  2016-12-02T23:12:52.703120  3.569044e+02  1.965232e+01   7.053084e-01        5.008638e+01  1.184960e+02  7.124746e-01  7.978000e+01  1.560037e+01  -240                 962                 0.8672  rate trigger                 Yes                                   -62.156
GRB161129A  724438      502096317.088  2016-11-29T07:11:39.857180  3.162171e+02  3.213609e+01   1.619105e+00        1.528108e+01  3.554400e+01  2.095133e+00  1.533200e+01  2.171216e+00  -239                 1316                0.6953  rate trigger                 Yes                                   6.18
GRB161117B  722642      501069000.896  2016-11-17T09:49:43.723760  2.988187e+02  -6.767268e+01  1.538885e+00        1.643165e+01  1.523120e+02  3.153553e+00  3.473200e+01  9.241731e-01  -540                 962                 0.4375  rate trigger                 Yes                                   -0.908
GRB161117A  722604      501039353.856  2016-11-17T01:35:36.685460  3.220525e+02  -2.961033e+01  5.822401e-01        6.586987e+01  1.257000e+02  1.093376e+00  7.454400e+01  5.563452e-01  -240                 962                 1.0156  rate trigger                 Yes                                   1.584
GRB161113A  722063      500751043.904  2016-11-13T17:30:26.749800  1.797963e+02  -5.314788e+00  1.066159e+00        2.775703e+01  4.346400e+01  5.282643e+00  1.677200e+01  2.347987e+00  -240                 962                 1.0156  rate trigger                 Yes                                   0.66
GRB161108A  721234      500268770.304  2016-11-08T03:32:33.177140  1.807800e+02  2.490498e+01   1.851868e+00        1.261300e+01  1.158360e+02  1.166004e+01  7.948000e+01  1.134513e+01  -239                 963                 0.9531  rate trigger                 Yes                                   -0.496
GRB161105A  720697      500014399.488  2016-11-05T04:53:02.375560  1.201903e+02  -4.476471e+01  1.098786e+00        2.658712e+01  1.776960e+02  2.507348e+01  6.282000e+01  2.380971e+00  -678                 963                 0.8594  rate trigger                 Yes                                   -57.556
GRB161104A  720568      499945363.984  2016-11-04T09:42:26.875480  7.790305e+01  -5.144874e+01  1.781478e+00        1.333094e+01  9.999996e-02  1.788853e-02  4.399997e-02  1.788853e-02  -240                 302                 0.9922  rate trigger                 Yes                                   -0.012
GRB161022A  718655      498797037.184  2016-10-22T02:43:40.140580  1.289894e+02  5.436718e+01   2.069534e+00        1.076147e+01  7.248000e+00  1.069490e+00  4.160000e+00  8.611806e-01  -536                 963                 0.1445  rate trigger                 Yes                                   0.792
GRB161017A  718023      498419528.192  2016-10-17T17:51:51.169980  1.427660e+02  4.312379e+01   9.193287e-01        3.430070e+01  2.170480e+02  6.863246e+00  1.260040e+02  3.471097e+00  -239                 843                 1.0156  rate trigger                 Yes                                   -0.808
GRB161014A  717500      498141099.712  2016-10-14T12:31:22.705760  3.326285e+02  7.468768e+00   1.622735e+00        1.523227e+01  2.300000e+01  4.472136e+00  9.000000e+00  2.236068e+00  -837                 962                 0.1348  rate trigger                 Yes                                   -11.712
GRB161011A  716876      497858111.104  2016-10-11T05:54:54.113800  2.456938e+02  8.315751e+00   2.443366e+00        8.488854e+00  4.276000e+00  1.263095e+00  1.896000e+00  1.389054e+00  -790                 963                 0.4375  rate trigger                 Yes                                   -0.12
GRB161007A  716127      497568360.0    2016-10-07T21:25:43.026220  1.034055e+02  2.328582e+01   1.577472e+00        1.586047e+01  1.576920e+02  4.052403e+01  7.348400e+01  3.086103e+01  -239                 963                 0.8750  image trigger                Yes                                   25.86
GRB161004B  715246      497315296.256  2016-10-04T23:07:59.296560  1.121558e+02  -3.989648e+01  5.028549e-01        8.121361e+01  1.572000e+01  7.521914e-01  6.316000e+00  1.376372e-01  -239                 963                 0.7344  rate trigger                 Yes                                   -2.636
GRB161004A  715084      497278725.632  2016-10-04T12:58:28.674640  2.631329e+02  -9.339421e-01  2.076867e+00        1.070723e+01  1.320000e+00  2.997866e-01  6.600000e-01  1.870187e-01  -240                 1189                0.9219  rate trigger                 Yes                                   -0.064
GRB161001A  714404      496976733.628  2016-10-01T01:05:16.687760  7.192221e+01  -5.726059e+01  9.671451e-01        3.190396e+01  2.600000e+00  3.853518e-01  1.248000e+00  1.397140e-01  -274                 962                 0.7891  rate trigger                 Yes                                   -0.108
GRB160927A  713782      496692306.816  2016-09-27T18:04:49.891880  2.562699e+02  1.733365e+01   1.758595e+00        1.357943e+01  4.879999e-01  1.024499e-01  2.359999e-01  4.816631e-02  -667                 962                 0.5078  rate trigger                 Yes                                   0.04
GRB160917A  712505      495804636.224  2016-09-17T11:30:19.349940  2.956541e+02  4.639618e+01   1.445553e+00        1.796794e+01  1.452000e+01  1.815709e+00  7.852000e+00  1.598850e+00  -239                 995                 0.4375  rate trigger                 Yes                                   0.092
GRB160912A  711914      495389280.0    2016-09-12T16:07:43.149340  3.016059e+02  5.756381e+01   2.358211e+00        8.930122e+00  2.073080e+02  1.602694e+01  2.243600e+01  1.058304e+02  -239                 959                 0.9609  image trigger                Yes                                   -20.448
GRB160905A  711084      494767155.2    2016-09-05T11:18:58.384380  1.622491e+02  -5.080254e+01  5.510857e-01        7.125336e+01  6.400000e+01  1.600000e+01  1.600000e+01  1.600000e+01  -239                 963                 0.9844  rate trigger                 Yes                                   -15.2
GRB160827A  710050      494005622.016  2016-08-27T15:46:45.243300  1.792785e+02  -2.917667e+01  2.533528e+00        8.060602e+00  1.404800e+01  5.579305e+00  6.480000e+00  2.896663e+00  -239                 963                 0.4844  rate trigger                 No                                    -4.04
GRB160826A  709907      493884775.04   2016-08-26T06:12:38.274100  1.831348e+02  -6.765477e+01  2.753040e+00        7.158380e+00  5.261600e+01  1.439250e+01  1.495200e+01  1.269939e+01  -239                 963                 1.0156  rate trigger                 Yes                                   4.78
GRB160824A  709765      493773762.112  2016-08-24T23:22:25.352360  8.008690e+01  4.003900e+01   1.185390e+00        2.385626e+01  9.933200e+01  7.877792e+00  4.167200e+01  1.469168e+01  -239                 963                 0.5547  rate trigger                 Yes                                   1.344
GRB160821B  709357      493511370.048  2016-08-21T22:29:13.303140  2.800036e+02  6.238705e+01   1.435002e+00        1.815697e+01  4.800000e-01  7.299317e-02  2.760000e-01  5.059649e-02  -239                 723                 0.8594  rate trigger                 Yes                                   0.008
GRB160821A  709351      493504486.912  2016-08-21T20:34:30.167540  1.712541e+02  4.234529e+01   7.633777e-01        4.473356e+01  1.126360e+02  1.096700e+00  6.787200e+01  2.056272e+00  -240                 962                 0.7969  rate trigger                 No                                    1.56
GRB160819A  86022006    493331254.4    2016-08-19T20:27:30.400     1.141389e+02  -2.234727e+01  1.015336e+00        2.976682e+01  6.720000e+01  1.600000e+00  3.520000e+01  1.600000e+00  27                   106                 N/A     ground detected during slew  No                                    3.2
GRB160815A  708598      492954328.448  2016-08-15T11:45:11.734540  2.886163e+02  8.429845e+01   9.697871e-01        3.177987e+01  8.568000e+00  1.834296e+00  2.872000e+00  2.912044e-01  -239                 963                 0.4102  rate trigger                 Yes                                   -4.26
GRB160804A  707231      491967184.0    2016-08-04T01:32:47.341920  2.216517e+02  1.000176e+01   1.257890e+00        2.191653e+01  1.527440e+02  1.920321e+01  5.060000e+01  2.709429e+00  -239                 963                 0.2852  image trigger                Yes                                   38.204
GRB160801A  706871      491736527.168  2016-08-01T09:28:30.522860  2.127663e+02  1.348270e+01   1.763897e+00        1.352115e+01  2.852000e+00  4.154275e-01  1.316000e+00  4.049494e-01  -239                 963                 0.7344  rate trigger                 Yes                                   -1.168
GRB160726A  706052      491189664.288  2016-07-26T01:34:07.673500  9.880977e+01  -6.617056e+00  1.285670e+00        2.124316e+01  7.279999e-01  4.308133e-02  1.799999e-01  1.687602e-01  -239                 963                 0.5859  rate trigger                 No                                    0.016
GRB160716A  704572      490324126.592  2016-07-16T01:08:30.026020  1.905024e+02  -6.136451e+01  2.035002e+00        1.102329e+01  6.392000e+00  5.750131e-01  4.340000e+00  1.340324e+00  -240                 902                 0.7500  rate trigger                 Yes                                   -0.016
GRB160714A  704310      490155572.096  2016-07-14T02:19:15.539440  2.344824e+02  6.381128e+01   2.718411e+00        7.289002e+00  3.479999e-01  1.126410e-01  1.839999e-01  1.039999e-01  -239                 963                 0.3555  rate trigger                 Yes                                   0.036
GRB160712A  704155      490046032.576  2016-07-12T19:53:36.025560  3.041645e+02  -2.696461e+01  1.311209e+00        2.065454e+01  4.452800e+01  6.373164e+00  2.112000e+01  2.480826e+00  -240                 963                 0.2402  rate trigger                 Yes                                   -3.304
GRB160709A  703769      489786560.0    2016-07-09T19:49:03.464     2.359963e+02  -2.818838e+01  2.386009e+00        8.783016e+00  4.800000e+00  1.600000e+00  3.200000e+00  1.600000e+00  -2                   8                   0.1953  ground detected              No                                    0.0
GRB160705B  703176      489445344.0    2016-07-05T21:02:07.482980  1.681058e+02  4.670531e+01   2.312175e+00        9.185206e+00  5.458000e+01  1.257402e+01  2.815200e+01  1.115390e+01  -239                 963                 0.7422  image trigger                Yes                                   -5.052
GRB160703A  702699      489240621.632  2016-07-03T12:10:05.126360  2.874137e+02  3.691213e+01   8.111191e-01        4.102017e+01  4.500800e+01  3.024024e+00  2.041600e+01  3.917959e-01  -802                 963                 0.8438  rate trigger                 Yes                                   -8.372
GRB160630A  702252      488952266.432  2016-06-30T04:04:09.942380  1.982379e+02  -5.602834e+01  1.377153e+00        1.925628e+01  2.955200e+01  5.608428e+00  1.075200e+01  2.282174e+00  -239                 963                 0.5156  rate trigger                 Yes                                   -0.408
GRB160625A  701503      488587247.936  2016-06-25T22:40:31.466540  1.769390e+02  -6.514191e+01  7.981971e-01        4.197213e+01  5.392000e+01  3.099135e+00  3.195200e+01  7.921312e-01  -240                 962                 0.5703  rate trigger                 Yes                                   -9.332
GRB160624A  701288      488460437.76   2016-06-24T11:27:01.297540  3.302145e+02  2.966070e+01   2.541281e+00        8.025491e+00  1.920000e-01  1.431084e-01  1.280000e-01  6.400001e-02  -240                 602                 1.0000  rate trigger                 Yes                                   0.048
GRB160612A  31791037    487455183.816  2016-06-12T20:12:47.409     3.483639e+02  -2.537446e+01  1.727555e+00        1.393115e+01  2.480000e-01  4.816639e-02  9.199995e-02  1.697060e-02  -63                  43                  N/A     ground detected during slew  No                                    0.032
GRB160611A  690598      487374050.816  2016-06-11T21:40:34.413540  1.644140e+02  -7.039784e+01  1.181713e+00        2.396238e+01  3.512400e+01  6.001600e+00  1.077600e+01  2.075333e+00  -240                 962                 0.4531  rate trigger                 Yes                                   -25.268
GRB160607A  689597      486990857.216  2016-06-07T11:14:00.834700  1.366172e+01  -4.952807e+00  4.143450e-01        1.070888e+02  3.349200e+01  4.464437e-01  8.492000e+00  2.374532e-01  -433                 963                 0.8438  rate trigger                 Yes                                   -1.136
GRB160601A  688452      486484998.776  2016-06-01T14:43:02.422720  2.349245e+02  6.452856e+01   1.816023e+00        1.297015e+01  1.199999e-01  2.262742e-02  5.599993e-02  2.000004e-02  -240                 962                 0.6641  rate trigger                 Yes                                   -0.012
GRB160525B  687522      485861123.968  2016-05-25T09:25:07.649260  1.494382e+02  5.119676e+01   2.182473e+00        9.974835e+00  2.919999e-01  4.560698e-02  1.120000e-01  6.365530e-02  -683                 962                 0.8125  rate trigger                 Yes                                   0.028
GRB160525A  687492      485832856.0    2016-05-25T01:33:59.682820  1.035300e+02  -1.735090e-01  2.921457e+00        6.577080e+00  N/A           N/A           N/A           N/A           -239                 963                 0.9844  image trigger                No             Tentative detection.
GRB160519A  686818      485309869.824  2016-05-19T00:17:33.535660  7.112178e+01  3.124514e+01   2.200609e+00        9.857603e+00  3.561600e+01  6.069317e+00  2.454400e+01  7.463979e+00  -240                 962                 0.1973  rate trigger                 No                                    -0.48
GRB160506A  685245      484198172.096  2016-05-06T03:29:15.868860  2.658492e+02  -4.612509e+01  1.596126e+00        1.559633e+01  2.605280e+02  7.831821e+01  1.052360e+02  7.107852e+01  -331                 963                 1.0156  rate trigger                 Yes                                   -2.552
GRB160504A  685124      484083053.568  2016-05-04T19:30:37.347200  1.700758e+02  5.599631e+01   1.677113e+00        1.453166e+01  5.396000e+01  5.681370e+00  2.807600e+01  5.862731e+00  -240                 963                 0.8828  rate trigger                 Yes                                   -40.096
GRB160501A  684679      483756048.0    2016-05-01T00:40:31.797220  2.863798e+02  -1.724009e+01  2.059580e+00        1.083586e+01  N/A           N/A           N/A           N/A           -407                 963                 0.8125  image trigger                Yes
GRB160425A  684098      483319587.52   2016-04-25T23:26:11.341240  2.803395e+02  -5.434308e+01  3.465782e+00        5.151975e+00  3.045960e+02  1.502803e+01  1.175840e+02  1.046581e+02  -240                 963                 0.7188  rate trigger                 Yes                                   0.2
GRB160424A  683906      483191363.52   2016-04-24T11:49:07.348300  3.194846e+02  -6.040811e+01  1.130827e+00        2.551750e+01  6.464000e+00  9.516974e-01  1.984000e+00  3.541751e-01  -240                 963                 0.3359  rate trigger                 Yes                                   -0.88
GRB160419A  683383      482771813.568  2016-04-19T15:16:37.419400  1.641858e+01  -2.734106e+01  1.021448e+00        2.950886e+01  9.416000e+00  1.587331e+00  3.516000e+00  4.386342e-01  -240                 963                 0.1699  rate trigger                 No                                    -3.02
GRB160417A  683076      482559837.184  2016-04-17T04:23:41.047080  1.202612e+02  7.645777e+00   1.884896e+00        1.229846e+01  1.455200e+01  2.317058e+00  7.796000e+00  1.623083e+00  -239                 963                 0.4141  rate trigger                 Yes                                   -1.184
GRB160412A  682522      482127850.816  2016-04-12T04:23:54.702760  3.307395e+01  -6.763998e+01  8.780014e-01        3.663022e+01  3.218000e+01  3.930079e+00  1.245600e+01  1.376895e+00  -240                 962                 0.7578  rate trigger                 Yes                                   -1.384
GRB160411A  682339      482030948.032  2016-04-11T01:28:51.924060  3.493731e+02  -4.025886e+01  2.398998e+00        8.714022e+00  3.559999e-01  7.560420e-02  1.960000e-01  6.511525e-02  -787                 963                 0.2734  rate trigger                 Yes                                   0.088
GRB160410A  682269      481957804.16   2016-04-10T05:09:48.056060  1.507096e+02  3.445514e+00   2.168431e+00        1.006724e+01  9.600000e+01  5.059644e+01  3.200000e+01  1.600000e+01  -239                 483                 0.3789  rate trigger                 Yes                                   -15.16
GRB160409A  682162      481874062.4    2016-04-09T05:54:06.301     2.897071e+02  -5.377075e+00  2.080497e+00        1.068196e+01  4.800000e+01  1.600000e+00  2.720000e+01  1.600000e+00  3                    13                  0.0791  ground detected              No                                    1.6
GRB160408A  682059      481789559.872  2016-04-08T06:25:43.777280  1.225626e+02  7.112774e+01   1.822748e+00        1.290185e+01  3.199999e-01  3.687817e-02  1.799999e-01  4.326662e-02  -719                 1629                0.3320  rate trigger                 Yes                                   0.036
GRB160327A  680655      480762983.744  2016-03-27T09:16:07.705440  1.466990e+02  5.401660e+01   9.348150e-01        3.349183e+01  3.374400e+01  9.374720e+00  9.824000e+00  1.283695e+00  -240                 962                 0.8203  rate trigger                 Yes                                   -3.312
GRB160325A  680436      480582019.648  2016-03-25T07:00:03.619340  1.569559e+01  -7.270173e+01  5.448906e-01        7.241347e+01  6.172400e+01  1.205326e+01  2.653600e+01  4.861020e+00  -240                 962                 0.9609  rate trigger                 Yes                                   -40.924
GRB160321A  680017      480268543.232  2016-03-21T15:55:27.220500  9.942122e+01  5.752681e+00   1.618113e+00        1.529447e+01  3.347600e+01  4.828278e+00  1.688800e+01  5.195218e+00  -239                 963                 0.9609  rate trigger                 Yes                                   -18.136
GRB160314A  679120      479647987.776  2016-03-14T11:32:51.798460  1.127662e+02  1.702345e+01   1.728519e+00        1.391822e+01  8.732000e+00  1.516381e+00  3.112000e+00  1.430000e+00  -240                 962                 0.7500  rate trigger                 Yes                                   0.256
GRB160313A  678929      479529451.776  2016-03-13T02:37:15.804900  1.838196e+02  5.727992e+01   2.003469e+00        1.127198e+01  4.153600e+01  6.183212e+00  2.236800e+01  5.979797e+00  -691                 962                 0.8047  rate trigger                 Yes                                   -1.452
GRB160303A  677495      478695297.984  2016-03-03T10:54:42.058240  1.687143e+02  2.270816e+01   2.010090e+00        1.121898e+01  4.976000e+00  1.006252e+00  1.572000e+00  1.492146e+00  -417                 962                 0.9609  rate trigger                 Yes                                   -0.012
GRB160228A  676595      478373688.384  2016-02-28T17:34:32.475720  1.073153e+02  2.695119e+01   1.350755e+00        1.979614e+01  9.890800e+01  2.389074e+01  4.759600e+01  4.790873e+00  -888                 963                 0.8125  rate trigger                 Yes                                   2.076
GRB160227A  676423      478294344.0    2016-02-27T19:32:08.096040  1.950592e+02  7.866851e+01   2.973768e+00        6.411584e+00  3.163480e+02  7.575925e+01  1.751120e+02  1.412247e+01  -239                 963                 0.5078  image trigger                Yes                                   -92.808
GRB160225A  675998      478102872.32   2016-02-25T14:20:56.426440  1.642173e+02  5.366054e+01   1.931525e+00        1.187653e+01  1.574560e+02  7.049155e+01  3.833600e+01  1.120712e+01  -239                 963                 0.3555  rate trigger                 Yes                                   -23.832
GRB160223A  675361      477884681.152  2016-02-23T01:44:25.270300  1.476056e+02  9.367741e+00   1.005466e+00        3.018118e+01  1.348640e+02  1.745236e+01  2.112400e+01  5.594148e+00  -400                 603                 0.5391  rate trigger                 Yes                                   0.06
GRB160220B  674734      477659469.696  2016-02-20T11:10:53.826540  2.598510e+02  -1.812369e+01  6.888403e-01        5.180571e+01  3.111600e+01  3.016923e+00  8.240000e+00  5.544006e-01  -610                 962                 0.3867  rate trigger                 Yes                                   -3.628
GRB160220A  674670      477624341.568  2016-02-20T01:25:25.700460  2.369405e+02  -1.854237e+01  1.754443e+00        1.362536e+01  8.260000e+00  1.166424e+00  4.500000e+00  1.213952e+00  -240                 962                 0.2773  rate trigger                 Yes                                   0.476
GRB160216A  673978      477342647.296  2016-02-16T19:10:31.443760  3.116791e+02  -7.155118e+01  8.776743e-01        3.664972e+01  1.100000e+01  1.000000e+00  3.000000e+00  1.000000e+00  -887                 977                 0.4766  rate trigger                 Yes                                   -0.296
GRB160203A  672525      476158406.4    2016-02-03T02:13:10.612140  1.619753e+02  -2.476899e+01  1.734906e+00        1.384509e+01  1.744000e+01  2.285985e+00  8.432000e+00  2.583740e+00  -239                 963                 0.2031  rate trigger                 Yes                                   6.68
GRB160131A  672236      475921247.744  2016-01-31T08:20:31.969040  7.816854e+01  -7.038471e+00  1.085351e+00        2.705852e+01  3.277520e+02  7.102902e+01  6.438800e+01  5.026980e+00  -240                 962                 0.6484  rate trigger                 Yes                                   12.808
GRB160127A  671828      475577003.072  2016-01-27T08:43:07.315740  2.259658e+02  7.950222e-02   1.794500e+00        1.319295e+01  6.156000e+00  9.366579e-01  3.572000e+00  6.720595e-01  -239                 963                 0.4180  rate trigger                 Yes                                   -0.708
GRB160123A  671447      475232315.904  2016-01-23T08:58:20.166340  1.502766e+02  -3.378973e+01  1.571963e+00        1.593993e+01  3.952000e+00  6.232464e-01  2.116000e+00  4.590773e-01  -240                 962                 0.6875  rate trigger                 Yes                                   -1.276
GRB160121A  671231      475077053.44   2016-01-21T13:50:37.710700  1.090798e+02  -2.358935e+01  1.172753e+00        2.422434e+01  1.050000e+01  2.395617e+00  4.304000e+00  9.678037e-01  -239                 963                 0.9141  rate trigger                 Yes                                   0.524
GRB160119A  671014      474865584.0    2016-01-19T03:06:08.282120  2.119171e+02  2.045245e+01   2.051873e+00        1.089405e+01  1.201400e+02  1.498463e+01  2.122800e+01  1.257814e+00  -239                 963                 0.7734  image trigger                Yes                                   54.124
GRB160117B  670800      474731983.36   2016-01-17T13:59:27.649320  1.321705e+02  -1.634324e+01  1.464849e+00        1.763077e+01  1.153600e+01  2.608028e+00  3.052000e+00  2.280393e+00  -822                 1924                0.9375  rate trigger                 Yes                                   0.368
GRB160117A  670793      474718368.0    2016-01-17T10:12:32.290060  2.037161e+01  -6.788254e-01  1.939975e+00        1.180269e+01  1.370000e+02  2.039608e+01  3.100000e+01  1.118034e+01  -173                 1029                0.6094  image trigger                Yes                                   -33.0
GRB160104A  669319      473599466.496  2016-01-04T11:24:10.846420  7.681048e+01  1.133260e+01   1.655077e+00        1.480884e+01  1.656400e+01  2.787651e+00  1.031600e+01  3.988506e+00  -505                 963                 1.0156  rate trigger                 Yes                                   -0.936
GRB151229A  668689      473064643.584  2015-12-29T06:50:27.963280  3.293641e+02  -2.073205e+01  1.031322e+00        2.910608e+01  1.440000e+00  4.471465e-01  6.080000e-01  8.049842e-02  -240                 962                 0.5156  rate trigger                 Yes                                   -0.052
GRB151228B  668641      473035650.56   2015-12-28T22:47:14.940840  3.444256e+02  8.086894e+00   8.954133e-01        3.561691e+01  4.800000e+01  1.600000e+01  1.600000e+01  1.600000e+01  -240                 962                 1.0156  rate trigger                 Yes                                   -15.56
GRB151228A  668543      472964728.0    2015-12-28T03:05:12.384680  2.140198e+02  -1.766641e+01  1.782505e+00        1.331996e+01  2.760000e-01  4.000000e-02  1.680000e-01  4.326665e-02  -239                 963                 1.0000  rate trigger                 No                                    -0.028
GRB151215A  667392      471841304.512  2015-12-15T03:01:28.957040  9.362201e+01  3.553120e+01   2.761708e+00        7.126307e+00  1.784800e+01  1.013714e+00  1.343600e+01  1.265244e+01  -240                 963                 0.5156  rate trigger                 Yes                                   -15.08
