GRBname     Trig_ID     Trig_time_met  Trig_time_UTC               RA_ground     DEC_ground     Image_position_err  Image_SNR     T90           T90_err       T50           T50_err       Evt_start_sincetrig  Evt_stop_sincetrig  pcode   Trigger_method               XRT_detection  comment                T90_start
----------  ----------  -------------  --------------------------  ------------  -------------  ------------------  ------------  ------------  ------------  ------------  ------------  -------------------  ------------------  ------  ---------------------------  -------------  ---------------------  ---------
GRB210421A  1044426     640657677.184  2021-04-21T00:27:30.302980  1.048832e+02  4.928558e+00   1.143882e+00        2.510247e+01  7.920000e+01  2.682820e+01  1.580800e+01  3.317561e+00  -239                 963                 0.4453  rate trigger                 Yes                                   -18.336
GRB210420B  1044382     640636504.0    2021-04-20T18:34:37.120380  2.543192e+02  4.256752e+01   2.136582e+00        1.028230e+01  1.581600e+02  2.968970e+01  7.406400e+01  1.977212e+01  -239                 963                 0.7734  image trigger                Yes                                   -12.84
GRB210419C  1044236     640567696.0    2021-04-19T23:27:49.124960  2.129611e+02  3.599529e+01   1.697283e+00        1.428558e+01  5.449200e+01  1.201047e+01  1.679200e+01  1.055605e+01  -239                 963                 0.7188  image trigger                Yes                                   26.264
GRB210419A  1044032     640508048.0    2021-04-19T06:53:41.128920  8.691918e+01  -6.545321e+01  2.699911e+00        7.360459e+00  7.107600e+01  1.378015e+01  3.589600e+01  1.079513e+01  -239                 963                 0.6172  image trigger                Yes                                   27.816
GRB210411C  1042398     639846378.304  2021-04-11T15:05:51.476880  2.965992e+02  -3.940126e+01  7.875447e-01        4.278550e+01  1.280000e+01  5.970595e-01  6.868000e+00  3.642637e-01  -239                 963                 0.7969  rate trigger                 Yes                                   0.38
GRB210410A  1042113     639708823.296  2021-04-10T00:53:16.478000  2.697410e+02  4.535887e+01   7.397468e-01        4.678887e+01  5.287600e+01  4.145965e+00  2.102000e+01  1.570350e+00  -239                 963                 0.5547  rate trigger                 Yes                                   0.684
GRB210403A  1040345     639131260.736  2021-04-03T08:27:13.956380  2.778257e+00  -3.300239e+01  1.148966e+00        2.494396e+01  1.676600e+02  7.821848e+00  9.868400e+01  3.791943e+00  -240                 962                 0.8047  rate trigger                 No                                    -35.88
GRB210402A  1040123     639093824.0    2021-04-02T22:03:17.222860  1.982840e+02  4.451044e+01   1.062468e+00        2.789486e+01  2.387080e+02  1.879081e+01  1.327040e+02  7.478234e+00  -239                 963                 0.6953  image trigger                Yes                                   1.156
GRB210323A  1038247     638229765.184  2021-03-23T22:02:18.464260  3.179449e+02  2.535234e+01   1.446349e+00        1.795382e+01  1.120000e+00  3.228931e-01  2.479999e-01  1.091788e-01  -239                 963                 0.7656  rate trigger                 Yes                                   -0.072
GRB210321A  1037828     638003657.728  2021-03-21T07:13:51.023260  8.788703e+01  7.010930e+01   1.604696e+00        1.547748e+01  8.212000e+00  5.039683e-01  5.304000e+00  1.164137e+00  -240                 903                 0.3047  rate trigger                 Yes                                   -6.744
GRB210318A  1037339     637732498.368  2021-03-18T03:54:31.681240  3.390377e+01  -3.777242e+01  2.515948e+00        8.141180e+00  8.000000e+01  5.059644e+01  1.600000e+01  4.800000e+01  -239                 963                 0.7578  rate trigger                 Yes                                   0.632
GRB210308A  1036227     636878303.488  2021-03-08T06:37:56.857840  6.708150e+01  3.742965e+01   8.946944e-01        3.565780e+01  6.188000e+00  8.128592e-01  1.596000e+00  1.742642e-01  -239                 963                 0.3203  rate trigger                 Yes                                   0.332
GRB210307A  1036139     636799385.024  2021-03-07T08:42:38.399080  1.192312e+02  -6.696806e+01  2.169392e+00        1.006087e+01  2.708120e+02  7.480052e+01  5.062800e+01  6.152230e+01  -239                 903                 0.7969  rate trigger                 Yes                                   -125.26
GRB210306B  1036024     636715960.896  2021-03-06T09:32:14.276600  3.318091e+02  1.015205e+01   1.890829e+00        1.224337e+01  2.384000e+01  2.226818e+00  1.523200e+01  3.663266e+00  -240                 962                 0.2148  rate trigger                 No                                    -1.704
GRB210306A  1035994     636695663.86   2021-03-06T03:53:57.241940  1.299636e+02  6.020312e+01   6.438354e-01        5.705546e+01  6.373120e+02  3.485352e+01  4.108440e+02  2.675123e+01  -240                 902                 0.5312  rate trigger                 Yes                                   0.604
GRB210305A  1035922     636663811.072  2021-03-05T19:03:04.456060  3.198089e+02  3.454746e+01   7.207260e-01        4.856281e+01  6.752400e+01  4.210722e+00  2.602400e+01  1.345630e+00  -239                 963                 0.7422  rate trigger                 Yes                                   -14.088
GRB210226A  1034721     636007463.808  2021-02-26T04:43:57.235560  1.241571e+02  5.758317e+01   1.503416e+00        1.698823e+01  2.080400e+01  1.675958e+00  1.152400e+01  4.357917e+00  -240                 962                 0.4766  rate trigger                 Yes                                   -1.268
GRB210222B  1034325     635726272.832  2021-02-22T22:37:26.278200  1.546274e+02  -1.493844e+01  2.041388e+00        1.097407e+01  1.211200e+01  9.076387e-01  7.280000e+00  3.825740e+00  -240                 1149                0.3867  rate trigger                 Yes                                   -9.736
GRB210218A  1033328     635348146.176  2021-02-18T13:35:19.647260  4.732033e+01  3.532283e+01   1.417166e+00        1.848431e+01  2.159280e+02  3.025372e+01  9.638000e+01  1.370692e+01  -239                 963                 0.5781  rate trigger                 Yes                                   -3.86
GRB210217A  1033264     635297168.832  2021-02-17T23:25:42.306620  9.755712e+01  6.871327e+01   1.400659e+00        1.879628e+01  4.000000e+00  1.414214e+00  1.000000e+00  1.000000e+00  -240                 962                 0.3086  rate trigger                 Yes                                   -0.832
GRB210212A  1032183     634796744.512  2021-02-12T04:25:18.019800  7.225030e+01  7.215754e+00   1.899659e+00        1.216215e+01  8.000000e+01  3.577709e+01  3.200000e+01  2.262742e+01  -240                 963                 1.0312  rate trigger                 Yes                                   -15.512
GRB210211A  1032024     634725824.832  2021-02-11T08:43:18.344500  2.694232e+02  -4.627152e+01  1.577116e+00        1.586558e+01  4.513000e+02  2.039910e+02  2.774840e+02  2.188437e+02  -240                 962                 1.0156  rate trigger                 Yes                                   3.496
GRB210210A  1031728     634615254.4    2021-02-10T02:00:27.919820  2.627645e+02  1.465730e+01   1.041450e+00        2.870256e+01  6.604000e+00  5.893182e-01  4.348000e+00  2.163330e-01  -239                 963                 0.4336  rate trigger                 Yes                                   -0.408
GRB210209A  1031636     634599611.008  2021-02-09T21:39:44.528860  3.280969e+02  4.354456e+01   1.552168e+00        1.623113e+01  1.394080e+02  2.151339e+01  7.000000e+01  6.484199e+00  -239                 963                 0.9688  rate trigger                 Yes                                   -24.124
GRB210207B  1031297     634427554.624  2021-02-07T21:52:08.156240  2.706126e+02  5.369906e+01   1.407046e+00        1.867451e+01  9.252800e+01  4.539089e+00  3.428400e+01  6.555125e+00  -240                 962                 0.5625  rate trigger                 Yes                                   1.948
GRB210205A  1030629     634216304.064  2021-02-05T11:11:17.610200  3.472638e+02  5.631102e+01   2.113118e+00        1.044580e+01  2.286400e+01  4.013992e+00  1.352000e+01  7.697152e+00  -239                 963                 0.1895  rate trigger                 Yes                                   -3.64
GRB210119A  1017711     632717676.152  2021-01-19T02:54:09.797180  2.828223e+02  -6.176657e+01  1.501765e+00        1.701492e+01  6.400001e-02  2.039607e-02  2.800000e-02  8.000016e-03  -239                 963                 0.9297  rate trigger                 No                                    0.0
GRB210112A  1016881     632108250.112  2021-01-12T01:37:03.797420  2.190055e+02  3.305843e+01   1.187494e+00        2.379589e+01  1.076000e+02  1.301977e+01  1.108000e+01  4.491770e-01  -239                 963                 0.8984  rate trigger                 Yes                                   16.44
GRB210104B  1015919     631487437.12   2021-01-04T21:10:10.846460  5.356154e+01  3.794863e+01   1.577617e+00        1.585838e+01  1.994400e+01  2.398390e+00  7.632000e+00  3.407733e+00  -239                 963                 0.5938  rate trigger                 Yes                                   0.372
GRB210104A  1015873     631452445.376  2021-01-04T11:26:59.104760  1.037710e+02  6.467469e+01   6.689697e-01        5.401790e+01  3.204800e+01  4.893915e-01  1.710800e+01  1.352568e+00  -239                 963                 0.8281  rate trigger                 Yes                                   1.516
GRB210102C  1015728     631312717.632  2021-01-02T20:38:11.370000  2.357457e+02  -3.723264e+01  9.086896e-01        3.487584e+01  8.723200e+01  5.088934e+00  1.064800e+01  1.453988e+00  -240                 543                 0.7656  rate trigger                 No                                    1.504
GRB201229A  1015088     630932397.184  2020-12-29T10:59:30.947160  2.106920e+02  4.820917e+01   2.613515e+00        7.710503e+00  5.324800e+01  4.613441e+00  4.051200e+01  3.555417e+01  -239                 963                 0.2617  rate trigger                 Yes                                   -42.96
GRB201223A  1014316     630439133.184  2020-12-23T17:58:26.979800  1.327362e+02  7.117635e+01   1.351194e+00        1.978695e+01  2.900000e+01  6.708204e+00  1.400000e+01  8.062258e+00  -239                 963                 0.5312  rate trigger                 Yes                                   -23.184
GRB201221D  1014037     630284820.48   2020-12-21T23:06:34.286000  1.710546e+02  4.215232e+01   1.312046e+00        2.063573e+01  1.640000e-01  3.999991e-02  6.799996e-02  1.442218e-02  -239                 963                 0.2344  rate trigger                 Yes                                   -0.024
GRB201221A  1013852     630227367.616  2020-12-21T07:09:01.425800  2.144879e+02  -4.540569e+01  1.630029e+00        1.513499e+01  4.431600e+01  5.946339e+00  1.987200e+01  4.851448e+00  -240                 963                 0.4297  rate trigger                 Yes                                   -6.136
GRB201216C  1013243     629852877.888  2020-12-16T23:07:31.722580  1.636421e+01  1.653731e+01   8.381717e-01        3.914197e+01  4.800000e+01  1.600000e+01  1.600000e+01  1.600000e+01  -240                 962                 0.1855  rate trigger                 Yes                                   -15.888
GRB201209A  1011980     629185518.656  2020-12-09T05:44:52.534740  2.309696e+01  -1.762918e+00  1.129247e+00        2.556853e+01  4.800000e+01  1.600000e+01  1.600000e+01  1.600000e+01  -240                 962                 0.1143  rate trigger                 Yes                                   -31.656
GRB201203A  1010946     628671173.248  2020-12-03T06:52:27.160660  3.805478e+01  -2.650534e+01  1.929275e+00        1.189631e+01  1.218400e+01  2.097451e+00  8.096000e+00  2.116409e+00  -239                 243                 0.9141  rate trigger                 Yes                                   -0.856
GRB201128A  1009679     628237704.384  2020-11-28T06:27:58.325240  2.230905e+02  2.671689e+01   2.399952e+00        8.709071e+00  8.524000e+00  3.219680e+00  3.700000e+00  2.133528e+00  -239                 963                 0.9219  rate trigger                 Yes                                   -0.26
GRB201105A  1004239     626247096.32   2020-11-05T05:31:10.392500  2.456109e+02  1.273411e+01   6.146568e-01        6.096375e+01  3.368000e+01  4.027180e+00  8.680000e+00  3.483906e-01  -239                 963                 0.6094  rate trigger                 No                                    -0.82
GRB201104B  1004168     626204000.704  2020-11-04T17:32:54.779360  5.214836e+00  7.834538e+00   8.146441e-01        4.076684e+01  8.660000e+00  1.618394e-01  5.272000e+00  2.113575e-01  -240                 962                 0.5312  rate trigger                 Yes                                   -8.32
GRB201029A  1003002     625695616.0    2020-10-29T20:19:50.108920  2.296052e+02  4.446868e+01   1.936387e+00        1.183394e+01  4.910240e+02  1.762968e+01  3.756880e+02  7.209799e+01  -239                 963                 0.9609  image trigger                Yes                                   2.724
GRB201027A  1002158     625453690.048  2020-10-27T01:07:44.172880  1.559621e+02  -5.506481e+00  1.711709e+00        1.411390e+01  1.173600e+01  2.607163e+00  4.084000e+00  2.048445e+00  -239                 963                 0.4453  rate trigger                 Yes                                   -3.192
GRB201026A  1002103     625444680.064  2020-10-26T22:37:34.189480  1.966641e+02  8.378469e+01   9.992460e-01        3.044993e+01  2.717840e+02  1.068311e+01  1.992520e+02  6.206149e+00  -239                 963                 0.4688  rate trigger                 Yes                                   -40.664
GRB201024A  1001514     625200564.992  2020-10-24T02:48:59.133600  1.259596e+02  3.356735e+00   1.594735e+00        1.561577e+01  5.000000e+00  2.236068e+00  3.000000e+00  1.000000e+00  -240                 962                 0.2207  rate trigger                 Yes                                   0.008
GRB201021C  1001130     625004864.512  2020-10-21T20:27:18.666520  1.250271e+01  -5.586222e+01  1.335619e+00        2.011740e+01  2.438400e+01  6.760978e+00  9.708000e+00  2.433974e+00  -240                 963                 0.8047  rate trigger                 Yes                                   -3.12
GRB201020A  1000926     624865672.0    2020-10-20T05:47:26.163700  2.612396e+02  3.142796e+01   1.136075e+00        2.534927e+01  1.436000e+01  4.750731e+00  5.144000e+00  6.678922e-01  -239                 963                 0.9062  image trigger                Yes                                   11.18
GRB201017A  1000613     624620817.088  2020-10-17T09:46:31.267800  3.660211e+01  6.667074e+01   2.273641e+00        9.408401e+00  2.208000e+01  6.252424e+00  9.456000e+00  4.880105e+00  -239                 843                 0.3789  rate trigger                 Yes                                   -2.288
GRB201015A  1000452     624495039.04   2020-10-15T22:50:13.228080  3.543098e+02  5.344583e+01   2.857008e+00        6.789165e+00  9.776000e+00  3.470783e+00  5.616000e+00  3.545769e+00  -239                 963                 0.3086  rate trigger                 Yes                                   0.08
GRB201014A  1000255     624408544.0    2020-10-14T22:48:38.193780  2.083408e+01  2.772198e+01   2.507754e+00        8.179211e+00  3.619600e+01  8.107614e+00  1.429200e+01  7.689204e+00  -239                 963                 1.0156  image trigger                Yes                                   31.672
GRB201013A  999948      624253616.448  2020-10-13T03:46:30.651960  1.073917e+02  5.703116e+01   6.241916e-01        5.963776e+01  7.316000e+00  1.783929e-01  5.388000e+00  5.727124e-02  -239                 963                 0.6406  rate trigger                 Yes                                   -0.052
GRB201006A  998907      623639897.792  2020-10-06T01:17:52.036340  6.191034e+01  6.514823e+01   2.047175e+00        1.092978e+01  4.919999e-01  8.560366e-02  2.560000e-01  8.323456e-02  -240                 962                 0.3359  rate trigger                 Yes                                   0.028
GRB201001A  998344      623239157.376  2020-10-01T09:58:51.646720  1.100502e+02  -2.207302e+00  1.846639e+00        1.266405e+01  1.588800e+01  3.134632e+00  8.448000e+00  2.325511e+00  -239                 963                 0.3867  rate trigger                 Yes                                   -3.12
GRB200925B  997453      622763462.72   2020-09-25T21:50:37.022000  2.468977e+02  7.839487e+01   1.216471e+00        2.299030e+01  1.880400e+01  1.478520e+00  4.304000e+00  2.049861e+00  -240                 962                 0.5078  rate trigger                 Yes                                   0.668
GRB200922A  997024      622469232.268  2020-09-22T12:06:46.589360  2.969544e+02  -5.519857e+01  6.591211e-01        5.517463e+01  1.030400e+01  1.955444e+00  2.824000e+00  1.545056e-01  -239                 963                 0.7422  rate trigger                 Yes                                   -0.732
GRB200919A  996503      622173166.592  2020-09-19T01:52:20.932860  1.688987e+02  3.245350e+01   1.477663e+00        1.741277e+01  1.084320e+02  2.153486e+01  2.784000e+01  9.028226e+00  -240                 962                 0.6250  rate trigger                 No                                    -56.808
GRB200917A  996184      622007573.952  2020-09-17T03:52:28.303740  2.357358e+02  -4.690857e+00  2.002663e+00        1.127846e+01  2.100000e+01  4.242641e+00  1.000000e+01  5.000000e+00  -240                 962                 0.9609  rate trigger                 Yes                                   -12.952
GRB200909B  995288      621386256.064  2020-09-09T23:17:10.456620  1.751745e+02  -3.120292e+01  1.405323e+00        1.870723e+01  1.370400e+01  2.167136e+00  6.268000e+00  1.271881e+00  -239                 963                 0.3594  rate trigger                 No                                    -4.836
GRB200907B  995004      621197496.768  2020-09-07T18:51:11.173040  8.901867e+01  6.904930e+00   1.833061e+00        1.279827e+01  8.320000e-01  1.338806e-01  4.480000e-01  1.236931e-01  -240                 962                 0.7891  rate trigger                 Yes                                   -0.572
GRB200906A  994856      621090689.664  2020-09-06T13:11:04.076080  2.722841e+02  6.788705e+01   1.436913e+00        1.812249e+01  7.090000e+01  7.630306e+00  3.414000e+01  8.420665e+00  -240                 962                 0.9766  rate trigger                 Yes                                   -0.132
GRB200903A  994389      620786688.0    2020-09-03T00:44:22.432080  1.643123e+02  5.048726e+01   7.597529e-01        4.503876e+01  2.291200e+01  7.358645e+00  5.548000e+00  6.878255e-01  -239                 963                 0.6797  rate trigger                 No                                    -15.552
GRB200901B  994165      620636992.0    2020-09-01T07:09:26.441920  2.178603e+02  -3.870423e+01  2.987343e+00        6.370003e+00  7.059400e+02  1.487064e+02  2.228000e+02  8.650534e+01  -239                 963                 0.8203  image trigger                Yes                                   52.1
GRB200901A  994143      620624877.12   2020-09-01T03:47:31.562720  6.175974e+01  -5.990121e+01  1.137786e+00        2.529483e+01  2.035200e+01  7.586552e+00  4.928000e+00  8.384367e-01  -239                 963                 0.2148  rate trigger                 Yes                                   -3.888
GRB200829A  993768      620402400.0    2020-08-29T13:59:34.457300  2.511393e+02  7.236396e+01   1.821205e+00        1.291746e+01  1.310000e+01  3.079558e+00  2.684000e+00  4.882629e-02  -239                 963                 0.8828  image trigger                Yes                                   -62.668
GRB200819A  992099      619544658.368  2020-08-19T15:43:52.881500  2.151284e+01  6.306401e+01   2.066521e+00        1.078390e+01  2.694400e+01  7.060334e+00  1.145600e+01  6.706272e+00  -239                 963                 0.9609  rate trigger                 Yes                                   0.312
GRB200809B  987745      618680512.42   20200809T15:41:26.928       1.588788e+01  -7.383024e+01  2.030407e+00        1.106040e+01  4.200000e+00  6.278089e-01  2.448000e+00  7.850733e-01  -49                  151                 0.2402  ground detected              Yes                                   0.084
GRB200806A  987016      618420555.328  2020-08-06T15:28:49.915180  5.293437e+01  3.707842e+01   7.538071e-01        4.554712e+01  3.868800e+01  1.004064e+00  1.455600e+01  3.314453e-01  -239                 963                 0.5703  rate trigger                 Yes                                   3.364
GRB200729A  984929      617744310.464  2020-07-29T19:38:05.095420  1.843603e+02  4.557053e+01   2.318689e+00        9.148365e+00  1.220000e+02  3.423449e+01  5.700000e+01  2.482438e+01  -239                 963                 0.4609  rate trigger                 Yes                                   1.536
GRB200716C  982707      616633086.72   2020-07-16T22:57:41.424000  1.960117e+02  2.963774e+01   8.325877e-01        3.951753e+01  8.657200e+01  1.517080e+01  2.739200e+01  4.822381e+00  -240                 962                 0.5703  rate trigger                 Yes                                   -0.036
GRB200713A  982201      616333400.0    2020-07-13T11:42:54.723580  7.693291e+01  -3.284123e+01  2.747333e+00        7.179631e+00  4.197200e+01  7.986744e+00  2.074800e+01  9.168349e+00  -239                 963                 0.4648  image trigger                Yes                                   21.14
GRB200711A  981957      616158301.76   2020-07-11T11:04:36.495000  2.859741e+02  -1.347893e-01  1.475438e+00        1.745030e+01  2.936000e+01  3.071708e+00  1.696000e+01  1.531013e+00  -240                 962                 0.0869  rate trigger                 Yes                                   -3.264
GRB200701A  980421      615300444.288  2020-07-01T12:46:59.079040  1.235667e+02  -1.453364e+01  1.522583e+00        1.668354e+01  3.878000e+01  8.712849e+00  1.427200e+01  4.494482e+00  -239                 963                 0.7734  rate trigger                 No                                    -5.12
GRB200630A  980210      615174599.68   2020-06-30T01:49:34.479260  9.137756e+01  -6.077785e+01  1.735311e+00        1.384046e+01  1.484400e+01  2.787567e+00  5.788000e+00  3.761330e+00  -240                 962                 0.7031  rate trigger                 Yes                                   -0.248
GRB200612A  977310      613629602.24   2020-06-12T04:39:37.140020  3.027043e+02  -4.534840e+01  1.263027e+00        2.178930e+01  4.259240e+02  7.266132e+00  3.623240e+02  2.030693e+01  -239                 963                 0.9688  rate trigger                 Yes                                   -1.204
GRB200608A  976692      613330144.0    2020-06-08T17:28:38.919540  3.096247e+02  -3.119049e+01  2.436953e+00        8.520785e+00  1.215520e+02  3.300627e+01  5.337600e+01  1.776107e+01  -239                 963                 0.5391  image trigger                No                                    20.648
GRB200529A  974942      612406620.8    2020-05-29T00:56:35.779500  2.387520e+02  -1.107992e+01  1.121178e+00        2.583179e+01  7.991600e+01  7.195824e+00  3.658000e+01  5.168546e+00  -240                 962                 0.5000  rate trigger                 Yes                                   1.096
GRB200528A  974827      612354468.864  2020-05-28T10:27:23.846900  1.766359e+02  5.818495e+01   6.864449e-01        5.206416e+01  5.998400e+01  1.923817e+00  2.463200e+01  4.176124e-01  -240                 962                 0.6250  rate trigger                 Yes                                   4.74
GRB200522A  973628      611840519.104  2020-05-22T11:41:34.120260  5.667824e+00  -2.638565e-01  1.592723e+00        1.564395e+01  6.159999e-01  7.858750e-02  3.759999e-01  5.199997e-02  -239                 963                 0.8672  rate trigger                 Yes                                   -0.004
GRB200519A  973140      611580048.704  2020-05-19T11:20:23.737180  2.553205e+02  -3.039390e+01  8.474731e-01        3.852970e+01  7.169600e+01  1.204817e+00  5.772000e+00  2.497359e-01  -240                 962                 0.9922  rate trigger                 Yes                                   3.248
GRB200512A  971846      611008420.864  2020-05-12T20:33:15.934300  7.417846e+00  -2.218813e+00  1.487260e+00        1.725247e+01  7.400000e+01  1.431782e+01  2.600000e+01  8.246211e+00  -240                 962                 1.0312  rate trigger                 Yes                                   -0.864
GRB200509A  970886      610699662.336  2020-05-09T06:47:17.426340  1.164149e+02  -4.634015e+00  1.705200e+00        1.419093e+01  8.282280e+02  1.338256e+01  6.080000e+02  2.094060e+02  -239                 963                 0.3984  rate trigger                 Yes                                   3.364
GRB200425A  967774      609466606.592  2020-04-25T00:16:21.762420  8.521738e+01  -1.339947e+01  1.950646e+00        1.171056e+01  8.100000e+01  2.166218e+01  2.800000e+01  1.019804e+01  -240                 962                 1.0156  rate trigger                 Yes                                   -41.592
GRB200416A  966554      608713541.952  2020-04-16T07:05:17.171400  3.356935e+02  -7.526944e+00  1.339182e+00        2.004099e+01  6.048000e+00  9.786521e-01  3.184000e+00  6.092619e-01  -240                 962                 0.3398  rate trigger                 Yes                                   -1.808
GRB200411A  965784      608272167.208  2020-04-11T04:29:02.456140  4.768611e+01  -5.232041e+01  1.634272e+00        1.507889e+01  2.199999e-01  4.472132e-02  1.199999e-01  1.788847e-02  -239                 963                 1.0156  rate trigger                 Yes                                   -0.004
GRB200410A  965638      608178335.168  2020-04-10T02:25:10.422240  2.996441e+02  5.174202e+01   2.882486e+00        6.703599e+00  1.087200e+02  4.072945e+01  3.656000e+01  2.263240e+01  -239                 963                 0.5391  rate trigger                 Yes                                   -62.768
GRB200409A  965484      608095224.512  2020-04-09T03:19:59.771640  6.055562e+01  -5.024456e+01  2.701478e+00        7.354359e+00  1.600000e+01  5.099020e+00  1.100000e+01  4.472136e+00  -240                 963                 0.7500  rate trigger                 Yes                                   -0.512
GRB200324A  963260      606760772.608  2020-03-24T16:39:07.954400  2.226611e+02  3.592223e+01   1.448777e+00        1.791085e+01  N/A           N/A           N/A           N/A           -240                 962                 1.0000  rate trigger                 Yes
GRB200306C  960102      605227863.616  2020-03-06T22:50:39.061800  1.985777e+02  1.126316e+01   1.275437e+00        2.148706e+01  5.315200e+01  1.372531e+01  1.905600e+01  3.822569e+00  -240                 1065                0.4297  rate trigger                 Yes                                   -8.816
GRB200306A  959917      605146804.736  2020-03-06T00:19:40.187060  1.011133e+02  -6.200985e+01  6.256628e-01        5.943754e+01  3.296400e+01  1.109263e+00  1.301200e+01  3.089336e-01  -240                 962                 0.7500  rate trigger                 Yes                                   3.32
GRB200303A  959431      604895721.984  2020-03-03T02:34:57.451340  2.126966e+02  5.135930e+01   7.613261e-01        4.490587e+01  9.422000e+01  6.395724e+00  2.875600e+01  1.244521e+00  -240                 962                 0.5938  rate trigger                 Yes                                   -30.344
GRB200228B  958733      604581305.664  2020-02-28T11:14:41.151740  2.520074e+02  1.696378e+01   2.468189e+00        8.367155e+00  7.368000e+00  1.575558e+00  3.768000e+00  1.594873e+00  -240                 303                 0.3125  rate trigger                 Yes                                   -0.58
GRB200227A  958592      604480832.512  2020-02-27T07:20:08.006260  5.643294e+01  9.489893e+00   6.660455e-01        5.435702e+01  3.032800e+01  9.202282e+00  8.888000e+00  4.083331e-01  -240                 963                 0.4648  rate trigger                 Yes                                   2.336
GRB200224A  958141      604207513.792  2020-02-24T03:24:49.304000  2.487434e+02  4.166579e+01   3.501921e+00        5.076189e+00  4.500000e+01  9.219544e+00  3.000000e+01  2.009975e+01  -240                 962                 1.0156  rate trigger                 Yes                                   -0.792
GRB200219A  957271      603790633.6    2020-02-19T07:36:49.139100  3.425947e+02  -5.910125e+01  2.368953e+00        8.872333e+00  2.880000e+02  5.059644e+01  1.440000e+02  5.059644e+01  -240                 962                 0.9922  rate trigger                 Yes                                   -15.6
GRB200216B  956824      603552778.304  2020-02-16T13:32:33.858540  1.604542e+02  1.947113e+01   9.303483e-01        3.372177e+01  6.744800e+01  6.568044e+00  3.819600e+01  5.190732e+00  -239                 963                 0.8438  rate trigger                 Yes                                   0.488
GRB200215A  956639      603470396.416  2020-02-15T14:39:31.975900  3.409998e+01  1.277536e+01   9.816261e-01        3.123374e+01  1.114800e+01  2.154535e+00  3.708000e+00  6.279107e-01  -239                 963                 0.7344  rate trigger                 Yes                                   -7.336
GRB200205B  954519      602623328.0    2020-02-05T19:21:43.614940  1.077689e+02  -5.649777e+01  2.854972e+00        6.796081e+00  4.539120e+02  4.498539e+00  4.685600e+01  5.357338e+00  -239                 1362                0.4766  image trigger                Yes                                   54.032
GRB200131A  953689      602203300.352  2020-01-31T22:41:15.994140  3.088961e+00  5.112488e+01   4.713530e-01        8.907719e+01  3.274000e+01  8.790541e-01  1.728000e+00  5.091171e-02  -239                 963                 0.9609  rate trigger                 Yes                                   -1.964
GRB200127A  952791      601829096.0    2020-01-27T14:44:31.666360  2.952070e+02  4.493265e+01   2.429599e+00        8.557652e+00  2.170240e+02  2.358849e+01  9.004800e+01  1.981810e+01  -475                 1079                0.5078  image trigger                Yes                                   -138.744
GRB200125A  952164      601644723.52   2020-01-25T11:31:39.198280  2.280679e+02  -8.143097e+00  1.762849e+00        1.353264e+01  3.503360e+02  3.296678e+01  2.035680e+02  9.749354e+01  -180                 963                 0.4297  rate trigger                 Yes                                   -15.472
GRB200122A  950330      601350084.672  2020-01-22T01:41:00.369360  2.100117e+02  2.754741e+01   6.419473e-01        5.729533e+01  1.905960e+02  4.514513e+00  1.880000e+01  1.133300e+00  -240                 1862                0.7812  rate trigger                 Yes                                   1.884
GRB200115A  949361      600781848.0    2020-01-15T11:50:23.734140  5.645183e+01  5.607765e+00   1.130359e+00        2.553259e+01  2.421400e+02  2.723407e+01  6.406800e+01  6.304075e+00  -239                 963                 0.8281  image trigger                No                                    -54.352
GRB200109A  948361      600227200.448  2020-01-09T01:46:16.218040  3.071151e+02  5.298910e+01   1.171077e+00        2.427388e+01  1.120000e+02  3.200000e+01  3.200000e+01  1.600000e+01  -239                 963                 1.0000  rate trigger                 Yes                                   -31.448
GRB200107B  948219      600118012.928  2020-01-07T19:26:28.705120  1.070588e+02  -8.371496e+01  1.168728e+00        2.434360e+01  8.667600e+01  1.166023e+01  3.505200e+01  1.783812e+00  -240                 962                 0.7812  rate trigger                 Yes                                   -21.84
GRB191228A  946476      599184104.0    2019-12-28T00:01:19.837560  5.362859e+00  -8.677325e+00  1.395654e+00        1.889266e+01  1.938160e+02  2.987514e+01  1.163720e+02  1.304974e+01  -239                 963                 0.9062  image trigger                Yes                                   -31.964
GRB191227A  946344      599103601.728  2019-12-27T01:39:37.570780  3.191685e+02  -1.671735e+01  1.048210e+00        2.843850e+01  5.588800e+01  1.628185e+01  9.792000e+00  6.335676e-01  -240                 962                 0.1328  rate trigger                 No                                    -13.968
GRB191221B  945521      598653577.28   2019-12-21T20:39:13.151900  1.548306e+02  -3.815197e+01  1.145884e+00        2.503987e+01  4.800000e+01  1.600000e+01  1.600000e+01  1.600000e+01  -239                 963                 0.1201  rate trigger                 Yes                                   -15.28
GRB191220A  945344      598541401.92   2019-12-20T13:29:37.799160  2.813342e+02  2.667486e+01   3.067691e+00        6.133003e+00  1.755840e+02  1.259951e+02  3.992000e+01  1.015955e+02  -240                 962                 0.1953  rate trigger                 Yes                                   -0.384
GRB191218A  944916      598329787.968  2019-12-18T02:42:43.860860  3.010687e+02  -4.027718e+01  1.359916e+00        1.960590e+01  4.466400e+01  7.391347e-01  3.758000e+01  2.844788e+00  -240                 962                 0.0947  rate trigger                 No                                    0.544
